Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.42.3 < 1 year,1,50,"Mean Difference (IV, Random, 95% CI)","‐0.60 [‐4.48, 3.28]",Dose reduction versus dose maintenance,1,-0.6,-4.48,3.28,1,42,,< 1 year
1.43 Mental state ‐ general: mean change BPRS total (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,43,,Mental state ‐ general: mean change BPRS total (high = poor) Show forest plot
1.43.1 < 3 months,1,466,"Mean Difference (IV, Random, 95% CI)","4.03 [2.11, 5.95]",Dose reduction versus dose maintenance,1,4.03,2.11,5.95,1,43,,< 3 months
1.43.2 < 6 months,1,466,"Mean Difference (IV, Random, 95% CI)","5.70 [3.59, 7.81]",Dose reduction versus dose maintenance,1,5.7,3.59,7.81,1,43,,< 6 months
1.44 Mental state ‐ general: mean endpoint PANSS total (high = poor) Show forest plot,7,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,44,,Mental state ‐ general: mean endpoint PANSS total (high = poor) Show forest plot
1.44.1 < 3 months,4,901,"Mean Difference (IV, Random, 95% CI)","2.37 [‐2.90, 7.65]",Dose reduction versus dose maintenance,1,2.37,-2.9,7.65,1,44,,< 3 months
1.44.2 < 6 months,4,901,"Mean Difference (IV, Random, 95% CI)","1.38 [‐6.66, 9.42]",Dose reduction versus dose maintenance,1,1.38,-6.66,9.42,1,44,,< 6 months
1.44.3 < 1 year,5,975,"Mean Difference (IV, Random, 95% CI)","‐1.25 [‐5.44, 2.93]",Dose reduction versus dose maintenance,1,-1.25,-5.44,2.93,1,44,,< 1 year
1.44.4 > 1 year,1,128,"Mean Difference (IV, Random, 95% CI)","‐1.20 [‐4.64, 2.24]",Dose reduction versus dose maintenance,1,-1.2,-4.64,2.24,1,44,,> 1 year
1.45 Mental state ‐ general: mean change PANSS total (high = poor) Show forest plot,8,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,45,,Mental state ‐ general: mean change PANSS total (high = poor) Show forest plot
1.45.1 < 3 months,4,906,"Mean Difference (IV, Random, 95% CI)","‐0.21 [‐6.17, 5.75]",Dose reduction versus dose maintenance,1,-0.21,-6.17,5.75,1,45,,< 3 months
1.45.2 < 6 months,4,980,"Mean Difference (IV, Random, 95% CI)","2.50 [‐3.46, 8.46]",Dose reduction versus dose maintenance,1,2.5,-3.46,8.46,1,45,,< 6 months
1.45.3 < 1 year,4,833,"Mean Difference (IV, Random, 95% CI)","1.94 [‐0.15, 4.02]",Dose reduction versus dose maintenance,1,1.94,-0.15,4.02,1,45,,< 1 year
1.46 Mental state ‐ general: mean endpoint/change overall symptom scales (PANSS/BPRS) (high = poor) (combined time points) Show forest plot,12,1718,"Std. Mean Difference (IV, Random, 95% CI)","0.02 [‐0.24, 0.27]",Dose reduction versus dose maintenance,1,0.02,-0.24,0.27,1,46,,Mental state ‐ general: mean endpoint/change overall symptom scales (PANSS/BPRS) (high = poor) (combined time points) Show forest plot
1.47 Mental state ‐ general: mean endpoint/change overall symptom scales (PANSS/BPRS) (high = poor) (separated time points) Show forest plot,12,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,47,,Mental state ‐ general: mean endpoint/change overall symptom scales (PANSS/BPRS) (high = poor) (separated time points) Show forest plot
1.47.1 < 3 months,7,1347,"Std. Mean Difference (IV, Random, 95% CI)","0.14 [‐0.11, 0.40]",Dose reduction versus dose maintenance,1,0.14,-0.11,0.4,1,47,,< 3 months
1.47.2 < 6 months,8,1471,"Std. Mean Difference (IV, Random, 95% CI)","0.06 [‐0.24, 0.37]",Dose reduction versus dose maintenance,1,0.06,-0.24,0.37,1,47,,< 6 months
1.47.3 < 1 year,7,1086,"Std. Mean Difference (IV, Random, 95% CI)","‐0.06 [‐0.36, 0.24]",Dose reduction versus dose maintenance,1,-0.06,-0.36,0.24,1,47,,< 1 year
1.47.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","‐0.12 [‐0.47, 0.23]",Dose reduction versus dose maintenance,1,-0.12,-0.47,0.23,1,47,,> 1 year
1.48 Mental state ‐ specific: mean endpoint PANSS positive (high = poor) Show forest plot,5,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,48,,Mental state ‐ specific: mean endpoint PANSS positive (high = poor) Show forest plot
1.48.1 < 3 months,2,95,"Std. Mean Difference (IV, Random, 95% CI)","‐0.27 [‐0.86, 0.33]",Dose reduction versus dose maintenance,1,-0.27,-0.86,0.33,1,48,,< 3 months
1.48.2 < 6 months,2,95,"Std. Mean Difference (IV, Random, 95% CI)","‐0.23 [‐0.64, 0.17]",Dose reduction versus dose maintenance,1,-0.23,-0.64,0.17,1,48,,< 6 months
1.48.3 < 1 year,4,635,"Std. Mean Difference (IV, Random, 95% CI)","‐0.10 [‐0.26, 0.06]",Dose reduction versus dose maintenance,1,-0.1,-0.26,0.06,1,48,,< 1 year
1.48.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","0.05 [‐0.30, 0.40]",Dose reduction versus dose maintenance,1,0.05,-0.3,0.4,1,48,,> 1 year
1.49 Mental state ‐ specific: mean change PANSS positive (high = poor) Show forest plot,8,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,49,,Mental state ‐ specific: mean change PANSS positive (high = poor) Show forest plot
1.49.1 < 3 months,3,509,"Std. Mean Difference (IV, Random, 95% CI)","0.02 [‐0.70, 0.74]",Dose reduction versus dose maintenance,1,0.02,-0.7,0.74,1,49,,< 3 months
1.49.2 < 6 months,3,583,"Std. Mean Difference (IV, Random, 95% CI)","0.27 [‐0.32, 0.86]",Dose reduction versus dose maintenance,1,0.27,-0.32,0.86,1,49,,< 6 months
1.49.3 < 1 year,4,833,"Std. Mean Difference (IV, Random, 95% CI)","0.24 [0.10, 0.39]",Dose reduction versus dose maintenance,1,0.24,0.1,0.39,1,49,,< 1 year
1.50 Mental state ‐ specific: mean endpoint/change positive symptoms (PANSS positive) (high = poor) (combined time points) Show forest plot,10,1337,"Std. Mean Difference (IV, Random, 95% CI)","0.07 [‐0.22, 0.35]",Dose reduction versus dose maintenance,1,0.07,-0.22,0.35,1,50,,Mental state ‐ specific: mean endpoint/change positive symptoms (PANSS positive) (high = poor) (combined time points) Show forest plot
1.51 Mental state ‐ specific: mean endpoint/change positive symptoms (PANSS positive) (high = poor) (separated time points) Show forest plot,10,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,51,,Mental state ‐ specific: mean endpoint/change positive symptoms (PANSS positive) (high = poor) (separated time points) Show forest plot
1.51.1 < 3 months,4,584,"Std. Mean Difference (IV, Random, 95% CI)","0.01 [‐0.51, 0.53]",Dose reduction versus dose maintenance,1,0.01,-0.51,0.53,1,51,,< 3 months
1.51.2 < 6 months,4,658,"Std. Mean Difference (IV, Random, 95% CI)","0.10 [‐0.45, 0.66]",Dose reduction versus dose maintenance,1,0.1,-0.45,0.66,1,51,,< 6 months
1.51.3 < 1 year,6,731,"Std. Mean Difference (IV, Random, 95% CI)","‐0.05 [‐0.20, 0.10]",Dose reduction versus dose maintenance,1,-0.05,-0.2,0.1,1,51,,< 1 year
1.51.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","0.05 [‐0.30, 0.40]",Dose reduction versus dose maintenance,1,0.05,-0.3,0.4,1,51,,> 1 year
1.52 Mental state ‐ specific: mean endpoint PANSS negative (high = poor) Show forest plot,5,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,52,,Mental state ‐ specific: mean endpoint PANSS negative (high = poor) Show forest plot
1.52.1 < 3 months,2,95,"Std. Mean Difference (IV, Random, 95% CI)","‐0.35 [‐0.75, 0.06]",Dose reduction versus dose maintenance,1,-0.35,-0.75,0.06,1,52,,< 3 months
1.52.2 < 6 months,2,95,"Std. Mean Difference (IV, Random, 95% CI)","‐0.92 [‐1.70, ‐0.13]",Dose reduction versus dose maintenance,1,-0.92,-1.7,-0.13,1,52,,< 6 months
1.52.3 < 1 year,4,635,"Std. Mean Difference (IV, Random, 95% CI)","‐0.26 [‐0.74, 0.22]",Dose reduction versus dose maintenance,1,-0.26,-0.74,0.22,1,52,,< 1 year
1.52.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","‐0.21 [‐0.56, 0.14]",Dose reduction versus dose maintenance,1,-0.21,-0.56,0.14,1,52,,> 1 year
1.53 Mental state ‐ specific: mean change PANSS negative (high = poor) Show forest plot,8,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,53,,Mental state ‐ specific: mean change PANSS negative (high = poor) Show forest plot
1.53.1 < 3 months,3,509,"Std. Mean Difference (IV, Random, 95% CI)","‐0.35 [‐1.26, 0.57]",Dose reduction versus dose maintenance,1,-0.35,-1.26,0.57,1,53,,< 3 months
1.53.2 < 6 months,3,583,"Std. Mean Difference (IV, Random, 95% CI)","0.05 [‐0.45, 0.54]",Dose reduction versus dose maintenance,1,0.05,-0.45,0.54,1,53,,< 6 months
1.53.3 < 1 year,4,833,"Std. Mean Difference (IV, Random, 95% CI)","‐0.06 [‐0.32, 0.21]",Dose reduction versus dose maintenance,1,-0.06,-0.32,0.21,1,53,,< 1 year
1.54 Mental state ‐ specific: mean endpoint/change negative symptoms (PANSS negative) (high = poor) (combined time points) Show forest plot,9,1302,"Std. Mean Difference (IV, Random, 95% CI)","‐0.19 [‐0.49, 0.12]",Dose reduction versus dose maintenance,1,-0.19,-0.49,0.12,1,54,,Mental state ‐ specific: mean endpoint/change negative symptoms (PANSS negative) (high = poor) (combined time points) Show forest plot
1.55 Mental state ‐ specific: mean endpoint/change negative symptoms (PANSS negative) (high = poor) (separated time points) Show forest plot,9,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,55,,Mental state ‐ specific: mean endpoint/change negative symptoms (PANSS negative) (high = poor) (separated time points) Show forest plot
1.55.1 < 3 months,4,584,"Std. Mean Difference (IV, Random, 95% CI)","‐0.15 [‐0.64, 0.34]",Dose reduction versus dose maintenance,1,-0.15,-0.64,0.34,1,55,,< 3 months
1.55.2 < 6 months,4,658,"Std. Mean Difference (IV, Random, 95% CI)","‐0.29 [‐1.04, 0.45]",Dose reduction versus dose maintenance,1,-0.29,-1.04,0.45,1,55,,< 6 months
1.55.3 < 1 year,5,696,"Std. Mean Difference (IV, Random, 95% CI)","‐0.31 [‐0.71, 0.10]",Dose reduction versus dose maintenance,1,-0.31,-0.71,0.1,1,55,,< 1 year
1.55.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","‐0.21 [‐0.56, 0.14]",Dose reduction versus dose maintenance,1,-0.21,-0.56,0.14,1,55,,> 1 year
1.56 Mental state ‐ specific: mean endpoint NSA‐16 (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,56,,Mental state ‐ specific: mean endpoint NSA‐16 (high = poor) Show forest plot
1.56.1 < 3 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐4.80 [‐9.72, 0.12]",Dose reduction versus dose maintenance,1,-4.8,-9.72,0.12,1,56,,< 3 months
1.56.2 < 6 months,1,75,"Mean Difference (IV, Random, 95% CI)","‐6.60 [‐12.38, ‐0.82]",Dose reduction versus dose maintenance,1,-6.6,-12.38,-0.82,1,56,,< 6 months
1.56.3 < 1 year,1,75,"Mean Difference (IV, Random, 95% CI)","‐10.10 [‐14.87, ‐5.33]",Dose reduction versus dose maintenance,1,-10.1,-14.87,-5.33,1,56,,< 1 year
1.57 Mental state ‐ specific: mean change CDSS (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,57,,Mental state ‐ specific: mean change CDSS (high = poor) Show forest plot
1.57.1 < 1 year,1,61,"Mean Difference (IV, Random, 95% CI)","‐0.40 [‐1.55, 0.75]",Dose reduction versus dose maintenance,1,-0.4,-1.55,0.75,1,57,,< 1 year
1.58 Mental state ‐ specific: mean endpoint PANSS depression/anxiety (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,58,,Mental state ‐ specific: mean endpoint PANSS depression/anxiety (high = poor) Show forest plot
1.58.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","0.00 [‐1.85, 1.85]",Dose reduction versus dose maintenance,1,0.0,-1.85,1.85,1,58,,< 3 months
1.58.2 < 6 months,1,20,"Mean Difference (IV, Random, 95% CI)","0.97 [‐0.55, 2.49]",Dose reduction versus dose maintenance,1,0.97,-0.55,2.49,1,58,,< 6 months
1.59 Mental state ‐ specific: mean change PANSS depression/anxiety (high = poor) Show forest plot,4,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,59,,Mental state ‐ specific: mean change PANSS depression/anxiety (high = poor) Show forest plot
1.59.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐0.55 [‐2.41, 1.31]",Dose reduction versus dose maintenance,1,-0.55,-2.41,1.31,1,59,,< 3 months
1.59.2 < 6 months,2,117,"Mean Difference (IV, Random, 95% CI)","0.49 [‐0.45, 1.42]",Dose reduction versus dose maintenance,1,0.49,-0.45,1.42,1,59,,< 6 months
1.59.3 < 1 year,2,737,"Mean Difference (IV, Random, 95% CI)","0.26 [‐0.08, 0.60]",Dose reduction versus dose maintenance,1,0.26,-0.08,0.6,1,59,,< 1 year
"1.60 Mental state ‐ specific: mean endpoint/change depression (PANSS depression, CDSS) (combined time points) Show forest plot",5,915,"Std. Mean Difference (IV, Random, 95% CI)","0.11 [‐0.02, 0.25]",Dose reduction versus dose maintenance,1,0.11,-0.02,0.25,1,60,,"Mental state ‐ specific: mean endpoint/change depression (PANSS depression, CDSS) (combined time points) Show forest plot"
"1.61 Mental state ‐ specific: mean endpoint/change depression (PANSS depression, CDSS) (separated time points) Show forest plot",5,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,61,,"Mental state ‐ specific: mean endpoint/change depression (PANSS depression, CDSS) (separated time points) Show forest plot"
1.61.1 < 3 months,1,20,"Std. Mean Difference (IV, Random, 95% CI)","0.00 [‐0.88, 0.88]",Dose reduction versus dose maintenance,1,0.0,-0.88,0.88,1,61,,< 3 months
1.61.2 < 6 months,2,117,"Std. Mean Difference (IV, Random, 95% CI)","0.25 [‐0.12, 0.61]",Dose reduction versus dose maintenance,1,0.25,-0.12,0.61,1,61,,< 6 months
1.61.3 < 1 year,3,798,"Std. Mean Difference (IV, Random, 95% CI)","0.09 [‐0.06, 0.23]",Dose reduction versus dose maintenance,1,0.09,-0.06,0.23,1,61,,< 1 year
1.62 Mental state ‐ specific: mean change POMS‐SF (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,62,,Mental state ‐ specific: mean change POMS‐SF (high = poor) Show forest plot
1.62.1 < 1 year,1,61,"Mean Difference (IV, Random, 95% CI)","3.60 [‐1.68, 8.88]",Dose reduction versus dose maintenance,1,3.6,-1.68,8.88,1,62,,< 1 year
1.63 Mental state ‐ specific: mean change SAI (high = good) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,63,,Mental state ‐ specific: mean change SAI (high = good) Show forest plot
1.63.1 < 1 year,1,61,"Mean Difference (IV, Random, 95% CI)","‐0.10 [‐2.62, 2.42]",Dose reduction versus dose maintenance,1,-0.1,-2.62,2.42,1,63,,< 1 year
1.64 Behaviour ‐ mean endpoint PANSS excitement/hostility (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,64,,Behaviour ‐ mean endpoint PANSS excitement/hostility (high = poor) Show forest plot
1.64.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐1.62 [‐2.98, ‐0.26]",Dose reduction versus dose maintenance,1,-1.62,-2.98,-0.26,1,64,,< 3 months
1.64.2 < 6 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐0.75 [‐2.07, 0.57]",Dose reduction versus dose maintenance,1,-0.75,-2.07,0.57,1,64,,< 6 months
1.65 Behaviour ‐ mean change PANSS excitement/hostility (high = poor) Show forest plot,3,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,65,,Behaviour ‐ mean change PANSS excitement/hostility (high = poor) Show forest plot
1.65.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐1.62 [‐3.05, ‐0.19]",Dose reduction versus dose maintenance,1,-1.62,-3.05,-0.19,1,65,,< 3 months
1.65.2 < 6 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐0.74 [‐2.20, 0.72]",Dose reduction versus dose maintenance,1,-0.74,-2.2,0.72,1,65,,< 6 months
1.65.3 <1 year,2,737,"Mean Difference (IV, Random, 95% CI)","0.40 [‐0.07, 0.86]",Dose reduction versus dose maintenance,1,0.4,-0.07,0.86,1,65,,<1 year
1.66 Behaviour ‐ mean endpoint/change aggressive behaviour (PANSS excitement/hostility) (high = poor) (combined time points) Show forest plot,3,757,"Mean Difference (IV, Random, 95% CI)","0.25 [‐0.32, 0.82]",Dose reduction versus dose maintenance,1,0.25,-0.32,0.82,1,66,,Behaviour ‐ mean endpoint/change aggressive behaviour (PANSS excitement/hostility) (high = poor) (combined time points) Show forest plot
1.67 Behaviour ‐ mean endpoint/change aggressive behaviour (PANSS excitement/hostility) (high = poor) (separated time points) Show forest plot,3,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,67,,Behaviour ‐ mean endpoint/change aggressive behaviour (PANSS excitement/hostility) (high = poor) (separated time points) Show forest plot
1.67.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐1.62 [‐2.98, ‐0.26]",Dose reduction versus dose maintenance,1,-1.62,-2.98,-0.26,1,67,,< 3 months
1.67.2 < 6 months,1,20,"Mean Difference (IV, Random, 95% CI)","‐0.75 [‐2.07, 0.57]",Dose reduction versus dose maintenance,1,-0.75,-2.07,0.57,1,67,,< 6 months
1.67.3 <1 year,2,737,"Mean Difference (IV, Random, 95% CI)","0.40 [‐0.07, 0.86]",Dose reduction versus dose maintenance,1,0.4,-0.07,0.86,1,67,,<1 year
1.68 Satisfaction with care ‐ number of participants with clinically important change in satisfaction with care (PSMQ‐Modified preference to current medication) Show forest plot,1,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,68,,Satisfaction with care ‐ number of participants with clinically important change in satisfaction with care (PSMQ‐Modified preference to current medication) Show forest plot
1.68.1 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","0.86 [0.77, 0.96]",Dose reduction versus dose maintenance,1,0.86,0.77,0.96,1,68,,< 1 year
1.69 Satisfaction with care ‐ mean endpoint MARS (high = poor) Show forest plot,1,40,"Mean Difference (IV, Fixed, 95% CI)","0.61 [‐0.09, 1.31]",Dose reduction versus dose maintenance,1,0.61,-0.09,1.31,1,69,,Satisfaction with care ‐ mean endpoint MARS (high = poor) Show forest plot
1.69.1 < 3 months,1,20,"Mean Difference (IV, Fixed, 95% CI)","0.80 [‐0.19, 1.79]",Dose reduction versus dose maintenance,1,0.8,-0.19,1.79,1,69,,< 3 months
1.69.2 < 6 months,1,20,"Mean Difference (IV, Fixed, 95% CI)","0.42 [‐0.57, 1.41]",Dose reduction versus dose maintenance,1,0.42,-0.57,1.41,1,69,,< 6 months
1.70 Satisfaction with care ‐ mean change MARS (high = poor) Show forest plot,1,40,"Mean Difference (IV, Random, 95% CI)","0.27 [‐0.39, 0.93]",Dose reduction versus dose maintenance,1,0.27,-0.39,0.93,1,70,,Satisfaction with care ‐ mean change MARS (high = poor) Show forest plot
1.70.1 < 3 months,1,20,"Mean Difference (IV, Random, 95% CI)","0.44 [‐0.44, 1.32]",Dose reduction versus dose maintenance,1,0.44,-0.44,1.32,1,70,,< 3 months
1.70.2 < 6 months,1,20,"Mean Difference (IV, Random, 95% CI)","0.06 [‐0.92, 1.04]",Dose reduction versus dose maintenance,1,0.06,-0.92,1.04,1,70,,< 6 months
1.71 Satisfaction with care ‐ mean change DAI‐10 (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,71,,Satisfaction with care ‐ mean change DAI‐10 (high = poor) Show forest plot
1.71.1 < 1 year,1,61,"Mean Difference (IV, Random, 95% CI)","‐1.10 [‐2.83, 0.63]",Dose reduction versus dose maintenance,1,-1.1,-2.83,0.63,1,71,,< 1 year
1.72 Satisfaction with care ‐ mean endpoint DAI‐30 (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,72,,Satisfaction with care ‐ mean endpoint DAI‐30 (high = poor) Show forest plot
1.72.1 < 1 year,1,359,"Mean Difference (IV, Random, 95% CI)","‐1.00 [‐6.65, 4.65]",Dose reduction versus dose maintenance,1,-1.0,-6.65,4.65,1,72,,< 1 year
1.73 Satisfaction with care ‐ mean change MAQ (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,73,,Satisfaction with care ‐ mean change MAQ (high = poor) Show forest plot
1.73.1 < 1 year,1,346,"Mean Difference (IV, Random, 95% CI)","‐0.05 [‐0.26, 0.16]",Dose reduction versus dose maintenance,1,-0.05,-0.26,0.16,1,73,,< 1 year
1.74 Satisfaction with care ‐ mean endpoint MAQ (high = poor) Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,74,,Satisfaction with care ‐ mean endpoint MAQ (high = poor) Show forest plot
1.74.1 < 1 year,1,362,"Mean Difference (IV, Random, 95% CI)","‐0.01 [‐0.21, 0.19]",Dose reduction versus dose maintenance,1,-0.01,-0.21,0.19,1,74,,< 1 year
"1.75 Satisfaction with care ‐ mean endpoint/change adherence scales (MARS, DAI, MAQ) (high = poor) (combined time points) Show forest plot",3,440,"Std. Mean Difference (IV, Random, 95% CI)","‐0.06 [‐0.26, 0.14]",Dose reduction versus dose maintenance,1,-0.06,-0.26,0.14,1,75,,"Satisfaction with care ‐ mean endpoint/change adherence scales (MARS, DAI, MAQ) (high = poor) (combined time points) Show forest plot"
"1.76 Satisfaction with care ‐ mean endpoint/change adherence scales (MARS, DAI, MAQ) (high = poor) (separated time points) Show forest plot",3,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,76,,"Satisfaction with care ‐ mean endpoint/change adherence scales (MARS, DAI, MAQ) (high = poor) (separated time points) Show forest plot"
1.76.1 < 3 months,1,20,"Std. Mean Difference (IV, Random, 95% CI)","0.68 [‐0.23, 1.59]",Dose reduction versus dose maintenance,1,0.68,-0.23,1.59,1,76,,< 3 months
1.76.2 < 6 months,1,20,"Std. Mean Difference (IV, Random, 95% CI)","0.36 [‐0.53, 1.25]",Dose reduction versus dose maintenance,1,0.36,-0.53,1.25,1,76,,< 6 months
1.76.3 < 1 year,2,420,"Std. Mean Difference (IV, Random, 95% CI)","‐0.08 [‐0.29, 0.12]",Dose reduction versus dose maintenance,1,-0.08,-0.29,0.12,1,76,,< 1 year
1.77 Adverse effects ‐ number of participants with at least 1 adverse effect (combined time points) Show forest plot,5,998,"Risk Ratio (IV, Random, 95% CI)","1.03 [0.94, 1.12]",Dose reduction versus dose maintenance,1,1.03,0.94,1.12,1,77,,Adverse effects ‐ number of participants with at least 1 adverse effect (combined time points) Show forest plot
1.78 Adverse effects ‐ number of participants with at least 1 adverse effect (separated time points) Show forest plot,5,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,78,,Adverse effects ‐ number of participants with at least 1 adverse effect (separated time points) Show forest plot
1.78.1 < 3 months,2,38,"Risk Ratio (IV, Random, 95% CI)","0.92 [0.71, 1.19]",Dose reduction versus dose maintenance,1,0.92,0.71,1.19,1,78,,< 3 months
1.78.2 < 6 months,4,601,"Risk Ratio (IV, Random, 95% CI)","1.06 [0.92, 1.23]",Dose reduction versus dose maintenance,1,1.06,0.92,1.23,1,78,,< 6 months
1.78.3 < 1 year,2,415,"Risk Ratio (IV, Random, 95% CI)","1.01 [0.91, 1.12]",Dose reduction versus dose maintenance,1,1.01,0.91,1.12,1,78,,< 1 year
1.79 Adverse effects ‐ number of participants with at least 1 serious adverse event (combined time points) Show forest plot,2,417,"Risk Ratio (IV, Random, 95% CI)","1.49 [0.70, 3.15]",Dose reduction versus dose maintenance,1,1.49,0.7,3.15,1,79,,Adverse effects ‐ number of participants with at least 1 serious adverse event (combined time points) Show forest plot
1.80 Adverse effects ‐ number of participants with at least 1 serious adverse event (separated time points) Show forest plot,2,,"Risk Ratio (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,80,,Adverse effects ‐ number of participants with at least 1 serious adverse event (separated time points) Show forest plot
1.80.1 < 3 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,80,,< 3 months
1.80.2 < 6 months,1,20,"Risk Ratio (IV, Random, 95% CI)",Not estimable,Dose reduction versus dose maintenance,1,,,,1,80,,< 6 months
1.80.3 < 1 year,1,397,"Risk Ratio (IV, Random, 95% CI)","1.49 [0.70, 3.15]",Dose reduction versus dose maintenance,1,1.49,0.7,3.15,1,80,,< 1 year
"1.81 Adverse effects ‐ mean endpoint/change adverse effect scales (LUNSERS, UKU) (high = poor) (combined time points) Show forest plot",2,147,"Std. Mean Difference (IV, Random, 95% CI)","‐0.01 [‐0.34, 0.31]",Dose reduction versus dose maintenance,1,-0.01,-0.34,0.31,1,81,,"Adverse effects ‐ mean endpoint/change adverse effect scales (LUNSERS, UKU) (high = poor) (combined time points) Show forest plot"
"1.82 Adverse effects ‐ mean endpoint/change adverse effect scales (LUNSERS, UKU) (high = poor) (separated time points) Show forest plot",2,,"Std. Mean Difference (IV, Random, 95% CI)",Subtotals only,Dose reduction versus dose maintenance,1,,,,1,82,,"Adverse effects ‐ mean endpoint/change adverse effect scales (LUNSERS, UKU) (high = poor) (separated time points) Show forest plot"
1.82.1 < 3 months,1,19,"Std. Mean Difference (IV, Random, 95% CI)","‐0.15 [‐1.05, 0.76]",Dose reduction versus dose maintenance,1,-0.15,-1.05,0.76,1,82,,< 3 months
1.82.2 < 6 months,1,19,"Std. Mean Difference (IV, Random, 95% CI)","‐0.12 [‐1.02, 0.79]",Dose reduction versus dose maintenance,1,-0.12,-1.02,0.79,1,82,,< 6 months
1.82.3 < 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","0.00 [‐0.35, 0.35]",Dose reduction versus dose maintenance,1,0.0,-0.35,0.35,1,82,,< 1 year
1.82.4 > 1 year,1,128,"Std. Mean Difference (IV, Random, 95% CI)","0.08 [‐0.27, 0.42]",Dose reduction versus dose maintenance,1,0.08,-0.27,0.42,1,82,,> 1 year
