Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
3.1 CAA: total dose of IVIG vs total dose of IV prednisolone Show forest plot,2,140,"Odds Ratio (M‐H, Random, 95% CI)","0.60 [0.24, 1.48]",Primary treatment ‐ IVIG versus prednisolone,3,0.6,0.24,1.48,3,1,,CAA: total dose of IVIG vs total dose of IV prednisolone Show forest plot
3.1.1 1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days,1,90,"Odds Ratio (M‐H, Random, 95% CI)","0.49 [0.17, 1.43]",Primary treatment ‐ IVIG versus prednisolone,3,0.49,0.17,1.43,3,1,,1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days
3.1.2 2 g/kg IVIG over 2 days vs 10 mg/kg prednisolone over 5 days,1,50,"Odds Ratio (M‐H, Random, 95% CI)","1.00 [0.18, 5.51]",Primary treatment ‐ IVIG versus prednisolone,3,1.0,0.18,5.51,3,1,,2 g/kg IVIG over 2 days vs 10 mg/kg prednisolone over 5 days
3.2 Adverse events: total dose of IVIG vs total dose of IV prednisolone Show forest plot,1,,"Odds Ratio (M‐H, Random, 95% CI)",Subtotals only,Primary treatment ‐ IVIG versus prednisolone,3,,,,3,2,,Adverse events: total dose of IVIG vs total dose of IV prednisolone Show forest plot
3.2.1 1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days,1,90,"Odds Ratio (M‐H, Random, 95% CI)","4.18 [0.19, 89.48]",Primary treatment ‐ IVIG versus prednisolone,3,4.18,0.19,89.48,3,2,,1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days
3.3 Duration of fever (days) : total dose of IVIG vs total dose of IV prednisolone Show forest plot,2,140,"Mean Difference (IV, Random, 95% CI)","0.68 [‐0.59, 1.94]",Primary treatment ‐ IVIG versus prednisolone,3,0.68,-0.59,1.94,3,3,,Duration of fever (days) : total dose of IVIG vs total dose of IV prednisolone Show forest plot
3.3.1 1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days,1,90,"Mean Difference (IV, Random, 95% CI)","1.40 [0.42, 2.38]",Primary treatment ‐ IVIG versus prednisolone,3,1.4,0.42,2.38,3,3,,1200 mg/kg IVIG over 3 days vs 10 mg/kg prednisolone over 5 days
3.3.2 2 g/kg IVIG over 2 days vs 10 mg/kg prednisolone over 5 days,1,50,"Mean Difference (IV, Random, 95% CI)","0.10 [‐0.39, 0.59]",Primary treatment ‐ IVIG versus prednisolone,3,0.1,-0.39,0.59,3,3,,2 g/kg IVIG over 2 days vs 10 mg/kg prednisolone over 5 days
4.1 CAA: total dose of single IVIG vs single infliximab Show forest plot,4,197,"Odds Ratio (M‐H, Random, 95% CI)","1.31 [0.46, 3.74]",Secondary treatment ‐ IVIG versus infliximab,4,1.31,0.46,3.74,4,1,,CAA: total dose of single IVIG vs single infliximab Show forest plot
4.1.1 2 g/kg IVIG vs infliximab 5 mg/kg,3,98,"Odds Ratio (M‐H, Random, 95% CI)","0.99 [0.17, 5.63]",Secondary treatment ‐ IVIG versus infliximab,4,0.99,0.17,5.63,4,1,,2 g/kg IVIG vs infliximab 5 mg/kg
4.1.2 2 g/kg IVIG vs infliximab 10 mg/kg,1,99,"Odds Ratio (M‐H, Random, 95% CI)","1.76 [0.53, 5.80]",Secondary treatment ‐ IVIG versus infliximab,4,1.76,0.53,5.8,4,1,,2 g/kg IVIG vs infliximab 10 mg/kg
4.2 Adverse effects: total dose of single IVIG vs single infliximab Show forest plot,4,201,"Odds Ratio (M‐H, Random, 95% CI)","1.13 [0.35, 3.61]",Secondary treatment ‐ IVIG versus infliximab,4,1.13,0.35,3.61,4,2,,Adverse effects: total dose of single IVIG vs single infliximab Show forest plot
4.2.1 2 g/kg IVIG vs infliximab 5 mg/kg,3,98,"Odds Ratio (M‐H, Random, 95% CI)","0.66 [0.17, 2.61]",Secondary treatment ‐ IVIG versus infliximab,4,0.66,0.17,2.61,4,2,,2 g/kg IVIG vs infliximab 5 mg/kg
4.2.2 2 g/kg IVIG vs infliximab 10 mg/kg,1,103,"Odds Ratio (M‐H, Random, 95% CI)","2.58 [1.16, 5.75]",Secondary treatment ‐ IVIG versus infliximab,4,2.58,1.16,5.75,4,2,,2 g/kg IVIG vs infliximab 10 mg/kg
4.3 Need for additional treatment: total dose of single IVIG vs single infliximab Show forest plot,4,199,"Odds Ratio (M‐H, Random, 95% CI)","3.99 [1.98, 8.02]",Secondary treatment ‐ IVIG versus infliximab,4,3.99,1.98,8.02,4,3,,Need for additional treatment: total dose of single IVIG vs single infliximab Show forest plot
4.3.1 2 g/kg IVIG vs infliximab 5 mg/kg,3,98,"Odds Ratio (M‐H, Random, 95% CI)","4.12 [1.39, 12.23]",Secondary treatment ‐ IVIG versus infliximab,4,4.12,1.39,12.23,4,3,,2 g/kg IVIG vs infliximab 5 mg/kg
4.3.2 2 g/kg IVIG vs infliximab 10 mg/kg,1,101,"Odds Ratio (M‐H, Random, 95% CI)","3.89 [1.56, 9.70]",Secondary treatment ‐ IVIG versus infliximab,4,3.89,1.56,9.7,4,3,,2 g/kg IVIG vs infliximab 10 mg/kg
5.1 CAA: single IVIG vs multiple prednisolone Show forest plot,2,75,"Odds Ratio (M‐H, Random, 95% CI)","0.46 [0.02, 9.18]",Secondary treatment ‐ IVIG versus prednisolone,5,0.46,0.02,9.18,5,1,,CAA: single IVIG vs multiple prednisolone Show forest plot
5.1.1 Total dose of IVIG 2 g/kg vs prednisolone 45 mg/kg,1,53,"Odds Ratio (M‐H, Random, 95% CI)","0.08 [0.00, 1.64]",Secondary treatment ‐ IVIG versus prednisolone,5,0.08,0.0,1.64,5,1,,Total dose of IVIG 2 g/kg vs prednisolone 45 mg/kg
5.1.2 Total dose of IVIG 2 g/kg vs prednisolone 90 mg/kg,1,22,"Odds Ratio (M‐H, Random, 95% CI)","1.69 [0.22, 12.81]",Secondary treatment ‐ IVIG versus prednisolone,5,1.69,0.22,12.81,5,1,,Total dose of IVIG 2 g/kg vs prednisolone 90 mg/kg
5.2 Adverse effects: IVIG vs multiple prednisolone Show forest plot,1,,"Odds Ratio (M‐H, Random, 95% CI)",Subtotals only,Secondary treatment ‐ IVIG versus prednisolone,5,,,,5,2,,Adverse effects: IVIG vs multiple prednisolone Show forest plot
5.2.1 2 g/kg IVIG vs prednisolone 45 mg/kg,1,80,"Odds Ratio (M‐H, Random, 95% CI)","0.08 [0.00, 1.49]",Secondary treatment ‐ IVIG versus prednisolone,5,0.08,0.0,1.49,5,2,,2 g/kg IVIG vs prednisolone 45 mg/kg
6.1 CAA: IVIG vs prednisolone Show forest plot,1,,"Odds Ratio (M‐H, Random, 95% CI)",Subtotals only,Tertiary treatment ‐ IVIG versus prednisolone,6,,,,6,1,,CAA: IVIG vs prednisolone Show forest plot
6.1.1 Total dose of IVIG 1 g/kg vs 20 mg/kg prednisolone over 3 days,1,17,"Odds Ratio (M‐H, Random, 95% CI)","0.48 [0.06, 3.99]",Tertiary treatment ‐ IVIG versus prednisolone,6,0.48,0.06,3.99,6,1,,Total dose of IVIG 1 g/kg vs 20 mg/kg prednisolone over 3 days
6.2 Duration of fever (days): IVIG vs prednisolone Show forest plot,1,,"Mean Difference (IV, Random, 95% CI)",Subtotals only,Tertiary treatment ‐ IVIG versus prednisolone,6,,,,6,2,,Duration of fever (days): IVIG vs prednisolone Show forest plot
6.2.1 Total dose of 1 g/kg IVIG vs 20 mg/kg prednisolone over 3 days,1,17,"Mean Difference (IV, Random, 95% CI)","3.40 [2.73, 4.07]",Tertiary treatment ‐ IVIG versus prednisolone,6,3.4,2.73,4.07,6,2,,Total dose of 1 g/kg IVIG vs 20 mg/kg prednisolone over 3 days
7.1 Analysis 1.1 subgrouped by geographic distribution Show forest plot,11,1437,"Odds Ratio (M‐H, Random, 95% CI)","0.60 [0.41, 0.87]",Additional subgroup analysis: primary treatment ‐ IVIG (and ASA) versus ASA,7,0.6,0.41,0.87,7,1,,Analysis 1.1 subgrouped by geographic distribution Show forest plot
7.1.1 Japan,10,1288,"Odds Ratio (M‐H, Random, 95% CI)","0.64 [0.43, 0.94]",Additional subgroup analysis: primary treatment ‐ IVIG (and ASA) versus ASA,7,0.64,0.43,0.94,7,1,,Japan
7.1.2 USA and Canada,1,149,"Odds Ratio (M‐H, Random, 95% CI)","0.29 [0.10, 0.84]",Additional subgroup analysis: primary treatment ‐ IVIG (and ASA) versus ASA,7,0.29,0.1,0.84,7,1,,USA and Canada
8.1 Analysis 2.1.1 subgrouped by geographical distribution Show forest plot,3,555,"Odds Ratio (M‐H, Random, 95% CI)","0.85 [0.55, 1.31]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.85,0.55,1.31,8,1,,Analysis 2.1.1 subgrouped by geographical distribution Show forest plot
8.1.1 China,2,446,"Odds Ratio (M‐H, Random, 95% CI)","0.90 [0.55, 1.45]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.9,0.55,1.45,8,1,,China
8.1.2 Japan,1,109,"Odds Ratio (M‐H, Random, 95% CI)","0.70 [0.26, 1.89]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.7,0.26,1.89,8,1,,Japan
8.2 Analysis 2.2 subgrouped by geographical distribution Show forest plot,3,621,"Odds Ratio (M‐H, Random, 95% CI)","0.88 [0.59, 1.32]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.88,0.59,1.32,8,2,,Analysis 2.2 subgrouped by geographical distribution Show forest plot
8.2.1 China,2,512,"Odds Ratio (M‐H, Random, 95% CI)","0.92 [0.59, 1.45]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.92,0.59,1.45,8,2,,China
8.2.2 Japan,1,109,"Odds Ratio (M‐H, Random, 95% CI)","0.70 [0.26, 1.89]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.7,0.26,1.89,8,2,,Japan
8.3 Analysis 2.4 subgrouped by geographical distribution Show forest plot,4,962,"Odds Ratio (M‐H, Random, 95% CI)","0.61 [0.28, 1.34]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.61,0.28,1.34,8,3,,Analysis 2.4 subgrouped by geographical distribution Show forest plot
8.3.1 China,1,267,"Odds Ratio (M‐H, Random, 95% CI)","1.04 [0.53, 2.04]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,1.04,0.53,2.04,8,3,,China
8.3.2 Japan,1,145,"Odds Ratio (M‐H, Random, 95% CI)","0.25 [0.07, 0.92]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.25,0.07,0.92,8,3,,Japan
8.3.3 USA and Canada,2,550,"Odds Ratio (M‐H, Random, 95% CI)","0.61 [0.16, 2.43]",Additional subgroup analysis: primary treatment ‐ IVIG versus IVG,8,0.61,0.16,2.43,8,3,,USA and Canada
