reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD010452-bib-0029,"Wallace MR, Yousif AA, Mahroos GA, Mapes T, Threlfall EJ, Rowe B, et al. ",Ciprofloxacin versus ceftriaxone in the treatment of multiresistant typhoid fever, European Journal of Clinical Microbiology & Infectious Diseases ,1993,12,    ,['citation-journal']," Wallace MR, Yousif AA, Mahroos GA, Mapes T, Threlfall EJ, Rowe B, et al. Ciprofloxacin versus ceftriaxone in the treatment of multiresistant typhoid fever.  European Journal of Clinical Microbiology & Infectious Diseases 1993;12(12):907-10. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1007/BF01992163', 'https://scholar.google.com/scholar_lookup?title=Ciprofloxacin+versus+ceftriaxone+in+the+treatment+of+multiresistant+typhoid+fever&author=MR+Wallace&author=AA+Yousif&author=GA+Mahroos&author=T+Mapes&author=EJ+Threlfall&author=B+Rowe&publication_year=1993&hl=en']",,https://doi.org/10.1007/BF01992163, Wallace 1993 {published data only}  ,included,CD010452-bbs2-0027,,,8187784,8187784,47,https://zenodo.org/records/1232516/files/article.pdf,,8187784
CD010452-bib-0030,"Arjyal A, Basnyat B, Koirala S, Karkey A, Dongol S, Agrawaal KK, et al. ","Gatifloxacin versus chloramphenicol for uncomplicated enteric fever: an open-label, randomised, controlled trial", Lancet Infectious Diseases ,2011,11,    ,['citation-journal']," Arjyal A, Basnyat B, Koirala S, Karkey A, Dongol S, Agrawaal KK, et al. Gatifloxacin versus chloramphenicol for uncomplicated enteric fever: an open-label, randomised, controlled trial.  Lancet Infectious Diseases 2011;11(6):445-54. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S1473-3099(11)70089-5', 'https://www.ncbi.nlm.nih.gov/pubmed/21531174', 'https://scholar.google.com/scholar_lookup?title=Gatifloxacin+versus+chloramphenicol+for+uncomplicated+enteric+fever:+an+open-label,+randomised,+controlled+trial+&author=A+Arjyal&author=B+Basnyat&author=S+Koirala&author=A+Karkey&author=S+Dongol&author=KK+Agrawaal&publication_year=2011&hl=en']",21531174,https://doi.org/10.1016/S1473-3099(11)70089-5, Arjyal 2011 {published data only}  ,excluded,CD010452-bbs2-0028, No cephalosporin as an intervention ,,21531174,21531174,64,http://www.thelancet.com/article/S1473309911700895/pdf,,21531174
CD010452-bib-0031,"Begue P, Astruc J, Francois P, Floret D. ",Comparison of ceftriaxone and cefotaxime in severe pediatric bacterial infection: a multicentric study, Médecine et Maladies Infectieuses ,1998,27,    ,['citation-journal']," Begue P, Astruc J, Francois P, Floret D. Comparison of ceftriaxone and cefotaxime in severe pediatric bacterial infection: a multicentric study.  Médecine et Maladies Infectieuses 1998;27:300-6. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+ceftriaxone+and+cefotaxime+in+severe+pediatric+bacterial+infection:+a+multicentric+study+&author=P+Begue&author=J+Astruc&author=P+Francois&author=D+Floret&publication_year=1998&hl=en']",,, Begue 1998 {published data only}  ,excluded,CD010452-bbs2-0029, Not a RCT ,,,,,,,
CD010452-bib-0032,"Begum B, Haque MA, Ahmed MS, Islam MN, Ahsan MM, Khan AH, et al. ",Comparison between azithromycin and cefixime in the treatment of typhoid fever in children, Mymensingh Medical Journal ,2014,23,    ,['citation-journal']," Begum B, Haque MA, Ahmed MS, Islam MN, Ahsan MM, Khan AH, et al. Comparison between azithromycin and cefixime in the treatment of typhoid fever in children.  Mymensingh Medical Journal 2014;23(3):441-8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/25178594', 'https://scholar.google.com/scholar_lookup?title=Comparison+between+azithromycin+and+cefixime+in+the+treatment+of+typhoid+fever+in+children+&author=B+Begum&author=MA+Haque&author=MS+Ahmed&author=MN+Islam&author=MM+Ahsan&author=AH+Khan&publication_year=2014&hl=en']",25178594,, Begum 2014 {published data only}  ,excluded,CD010452-bbs2-0030, Not a RCT ,,,,,,,25178594
CD010452-bib-0033,"De Carvalho EM, Martinelli R, De Oliveira MMG, Rocha H. ",Cefamandole treatment of Salmonella bacteremia, Antimicrobial Agents and Chemotherapy ,1982,21,    ,['citation-journal']," De Carvalho EM, Martinelli R, De Oliveira MMG, Rocha H. Cefamandole treatment of Salmonella bacteremia.  Antimicrobial Agents and Chemotherapy 1982;21(2):334-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/AAC.21.2.334', 'https://www.ncbi.nlm.nih.gov/pubmed/7073269', 'https://scholar.google.com/scholar_lookup?title=Cefamandole+treatment+of+Salmonella+bacteremia&author=EM+DeCarvalho&author=R+Martinelli&author=MMG+DeOliveira&author=H+Rocha&publication_year=1982&hl=en']",7073269,https://doi.org/10.1128/AAC.21.2.334, De Carvalho 1982 {published data only}  ,excluded,CD010452-bbs2-0031, Not a RCT ,,,7073269,17,https://europepmc.org/articles/pmc181882?pdf=render,,7073269
CD010452-bib-0034,"Ebright JR, Franson TR, Moore EC. ",Comparative trial of ceftizoxime and cefamandole in therapy of bacterial pneumonia, Current Therapeutic Research ,1983,33,    ,['citation-journal']," Ebright JR, Franson TR, Moore EC. Comparative trial of ceftizoxime and cefamandole in therapy of bacterial pneumonia.  Current Therapeutic Research 1983;33(1):39-45. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Comparative+trial+of+ceftizoxime+and+cefamandole+in+therapy+of+bacterial+pneumonia&author=JR+Ebright&author=TR+Franson&author=EC+Moore&publication_year=1983&hl=en']",,, Ebright 1983 {published data only}  ,excluded,CD010452-bbs2-0032, Not a RCT ,,,,,,,
CD010452-bib-0035,"Farid Z, Girgis N, Abu el Ella A. ",Successful treatment of typhoid fever in children with parenteral ceftriaxone, Scandinavian Journal of Infectious Diseases ,1987,19,    ,['citation-journal']," Farid Z, Girgis N, Abu el Ella A. Successful treatment of typhoid fever in children with parenteral ceftriaxone.  Scandinavian Journal of Infectious Diseases 1987;19(4):467-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.3109/00365548709021680', 'https://www.ncbi.nlm.nih.gov/pubmed/3672051', 'https://scholar.google.com/scholar_lookup?title=Successful+treatment+of+typhoid+fever+in+children+with+parenteral+ceftriaxone&author=Z+Farid&author=N+Girgis&author=A+AbuelElla&publication_year=1987&hl=en']",3672051,https://doi.org/10.3109/00365548709021680, Farid 1987 {published data only}  ,excluded,CD010452-bbs2-0033, Not a RCT ,3672051,3672051,3672051,7,,,3672051
CD010452-bib-0036,"Gnassingbe K, Akakpo-Numado GK, Attipou K, Kanassoua K, Tekou H. ",Typhoid intestinal perforation in children: renewed interest in the Veillard technique in tropical zones, Médecine Tropicale ,2010,70,    ,['citation-journal']," Gnassingbe K, Akakpo-Numado GK, Attipou K, Kanassoua K, Tekou H. Typhoid intestinal perforation in children: renewed interest in the Veillard technique in tropical zones [Les perforations typhiques du grêle chez l'enfant: un regain d'intérêt de la technique de Veillard en milieu tropical].  Médecine Tropicale 2010;70(5-6):524-8. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/21520659', 'https://scholar.google.com/scholar_lookup?title=Typhoid+intestinal+perforation+in+children:+renewed+interest+in+the+Veillard+technique+in+tropical+zones+&author=K+Gnassingbe&author=GK+Akakpo-Numado&author=K+Attipou&author=K+Kanassoua&author=H+Tekou&publication_year=2010&hl=en']",21520659,, Gnassingbe 2010 {published data only}  ,excluded,CD010452-bbs2-0034, Not a RCT ,21520659,21520659,,,,,21520659
CD010452-bib-0037,"Jiangli Z, Zheng G. ",Studies on the pharmacodynamics and clinical usage of domestic intravenous preparation of ciprofloxacin lactate, Chinese Journal of Antibiotics ,1995,20,    ,['citation-journal']," Jiangli Z, Zheng G. Studies on the pharmacodynamics and clinical usage of domestic intravenous preparation of ciprofloxacin lactate.  Chinese Journal of Antibiotics 1995;20(2):112-7. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Studies+on+the+pharmacodynamics+and+clinical+usage+of+domestic+intravenous+preparation+of+ciprofloxacin+lactate+&author=Z+Jiangli&author=G+Zheng&publication_year=1995&hl=en']",,, Jiangli 1995 {published data only}  ,excluded,CD010452-bbs2-0035, Not a RCT ,,,,,,,
CD010452-bib-0038,"Khichi QK, Channer MS. ",Parenteral chloramphenicol versus chloramphenicol plus dexamethasone in the treatment of typhoid fever, Pakistan Pediatric Journal ,2001,25,    ,['citation-journal']," Khichi QK, Channer MS. Parenteral chloramphenicol versus chloramphenicol plus dexamethasone in the treatment of typhoid fever.  Pakistan Pediatric Journal 2001;25(2):55-8. CENTRAL    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Parenteral+chloramphenicol+versus+chloramphenicol+plus+dexamethasone+in+the+treatment+of+typhoid+fever+&author=QK+Khichi&author=MS+Channer&publication_year=2001&hl=en']",,, Khichi 2001 {published data only}  ,excluded,CD010452-bbs2-0036, No cephalosporin as an intervention ,,,,,,,
CD010452-bib-0039,"Lan CK, Cheng DL, Lasserre R. ",Two to three days treatment of typhoid fever with ceftriaxone, Southeast Asian Journal of Tropical Medicine and Public Health ,1986,17,    ,['citation-journal']," Lan CK, Cheng DL, Lasserre R. Two to three days treatment of typhoid fever with ceftriaxone.  Southeast Asian Journal of Tropical Medicine and Public Health 1986;17(1):119-24. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/3090712', 'https://scholar.google.com/scholar_lookup?title=Two+to+three+days+treatment+of+typhoid+fever+with+ceftriaxone&author=CK+Lan&author=DL+Cheng&author=R+Lasserre&publication_year=1986&hl=en']",3090712,, Lan 1986 {published data only}  ,excluded,CD010452-bbs2-0037, Not a RCT ,3090712,,,,,,3090712
CD010452-bib-0040,"Medina Santillán R, Reyes García G, Herrera Benavente I, Mateos García E. ",Efficacy of cefixime in the therapy of typhoid fever, Proceedings of the Western Pharmacology Society ,2000,43,    ,['citation-journal']," Medina Santillán R, Reyes García G, Herrera Benavente I, Mateos García E. Efficacy of cefixime in the therapy of typhoid fever.  Proceedings of the Western Pharmacology Society 2000;43:65-6. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/11056958', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+cefixime+in+the+therapy+of+typhoid+fever&author=R+MedinaSantillán&author=G+ReyesGarcía&author=I+HerreraBenavente&author=E+MateosGarcía&publication_year=2000&hl=en']",11056958,, Medina 2000 {published data only}  ,excluded,CD010452-bbs2-0038, Not a RCT ,11056958,,,,,,11056958
CD010452-bib-0041,"Meloni T, Marinaro AM, Desole MG, Forteleoni G, Argiolas L. ",Ceftriaxone treatment of salmonella enteric fever, Pediatric Infectious Disease Journal ,1988,7,    ,['citation-journal']," Meloni T, Marinaro AM, Desole MG, Forteleoni G, Argiolas L. Ceftriaxone treatment of salmonella enteric fever.  Pediatric Infectious Disease Journal 1988;7(10):734-5. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00006454-198810000-00015', 'https://www.ncbi.nlm.nih.gov/pubmed/3186341', 'https://scholar.google.com/scholar_lookup?title=Ceftriaxone+treatment+of+salmonella+enteric+fever&author=T+Meloni&author=AM+Marinaro&author=MG+Desole&author=G+Forteleoni&author=L+Argiolas&publication_year=1988&hl=en']",3186341,https://doi.org/10.1097/00006454-198810000-00015, Meloni 1988 {published data only}  ,excluded,CD010452-bbs2-0039, Not a RCT ,3186341,,3186341,14,https://doi.org/10.1097/00006454-198810000-00015,,3186341
CD010452-bib-0042,"Morelli G, Mazzoli S, Tortoli E, Simonetti MT, Perruna F, Postiglione A. ",Fluoroquinolones versus chloramphenicol in the therapy of typhoid fever: a clinical and microbiological study, Current Therapeutic Research ,1992,52,    ,['citation-journal']," Morelli G, Mazzoli S, Tortoli E, Simonetti MT, Perruna F, Postiglione A. Fluoroquinolones versus chloramphenicol in the therapy of typhoid fever: a clinical and microbiological study.  Current Therapeutic Research 1992;52(4):532-42. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1016/S0011-393X(05)80459-X', 'https://scholar.google.com/scholar_lookup?title=Fluoroquinolones+versus+chloramphenicol+in+the+therapy+of+typhoid+fever:+a+clinical+and+microbiological+study+&author=G+Morelli&author=S+Mazzoli&author=E+Tortoli&author=MT+Simonetti&author=F+Perruna&author=A+Postiglione&publication_year=1992&hl=en']",,https://doi.org/10.1016/S0011-393X(05)80459-X, Morelli 1992 {published data only}  ,excluded,CD010452-bbs2-0040, No cephalosporin as an intervention ,,,,12,,,
CD010452-bib-0043,"Nagaraj P, Sivanthu S, Manickam K, Kumar S, Kumar S, Sampath S. ",To study the effectiveness of oral azithromycin as compared to paraenteral ceftriaxone in the treatment of uncomplicated enteric fever, Journal of Pediatric Infectious Diseases ,2016,11,    ,['citation-journal']," Nagaraj P, Sivanthu S, Manickam K, Kumar S, Kumar S, Sampath S. To study the effectiveness of oral azithromycin as compared to paraenteral ceftriaxone in the treatment of uncomplicated enteric fever.  Journal of Pediatric Infectious Diseases 2016;11(4):113-7. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1055/s-0036-1593889', 'https://scholar.google.com/scholar_lookup?title=To+study+the+effectiveness+of+oral+azithromycin+as+compared+to+paraenteral+ceftriaxone+in+the+treatment+of+uncomplicated+enteric+fever+&author=P+Nagaraj&author=S+Sivanthu&author=K+Manickam&author=S+Kumar&author=S+Kumar&author=S+Sampath&publication_year=2016&hl=en']",,https://doi.org/10.1055/s-0036-1593889, Nagaraj 2016 {published data only}  ,excluded,CD010452-bbs2-0041, Not a RCT ,,,,4,,,
CD010452-bib-0044,"Naveed A, Ahmed Z. ",Treatment of typhoid fever in children: comparison of efficacy of ciprofloxacin with ceftriaxone, European Scientific Journal ,2016,12,    ,['citation-journal']," Naveed A, Ahmed Z. Treatment of typhoid fever in children: comparison of efficacy of ciprofloxacin with ceftriaxone.  European Scientific Journal 2016;12(6):346-55. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.19044/esj.2016.v12n6p346', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+in+children:+comparison+of+efficacy+of+ciprofloxacin+with+ceftriaxone+&author=A+Naveed&author=Z+Ahmed&publication_year=2016&hl=en']",,https://doi.org/10.19044/esj.2016.v12n6p346, Naveed 2016 {published data only}  ,excluded,CD010452-bbs2-0042, Participants diagnosed on clinical criteria with no blood cultures performed ,,,,10,http://eujournal.org/index.php/esj/article/download/7069/6830,,
CD010452-bib-0045,"Nelson JD, Haltalin KC. ",Broad-spectrum penicillins in enteric infections of children, Annals of the New York Academy of Sciences ,1967,145,    ,['citation-journal']," Nelson JD, Haltalin KC. Broad-spectrum penicillins in enteric infections of children.  Annals of the New York Academy of Sciences 1967;145(2):414-22. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/j.1749-6632.1967.tb50240.x', 'https://www.ncbi.nlm.nih.gov/pubmed/4935174', 'https://scholar.google.com/scholar_lookup?title=Broad-spectrum+penicillins+in+enteric+infections+of+children&author=JD+Nelson&author=KC+Haltalin&publication_year=1967&hl=en']",4935174,https://doi.org/10.1111/j.1749-6632.1967.tb50240.x, Nelson 1967 {published data only}  ,excluded,CD010452-bbs2-0043, Not a RCT ,4935174,,4935174,15,,,4935174
CD010452-bib-0046,"Park SC, Lee CH, Kim SY, Park CH, Kim TW, Seok SE, et al. ",Clinical trial of cefotaxime in patients with typhoid fever, Clinical Therapeutics ,1985,7,    ,['citation-journal']," Park SC, Lee CH, Kim SY, Park CH, Kim TW, Seok SE, et al. Clinical trial of cefotaxime in patients with typhoid fever.  Clinical Therapeutics 1985;7(4):448-51. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/3893702', 'https://scholar.google.com/scholar_lookup?title=Clinical+trial+of+cefotaxime+in+patients+with+typhoid+fever&author=SC+Park&author=CH+Lee&author=SY+Kim&author=CH+Park&author=TW+Kim&author=SE+Seok&publication_year=1985&hl=en']",3893702,, Park 1985 {published data only}  ,excluded,CD010452-bbs2-0044, Not a RCT ,,,,,,,3893702
CD010452-bib-0047,"Raoult D, Gallais H, Fosse T, Xeridat B, David MF, Casanova P. ",Treatment of typhoid fever with cefoperazone, Pathologie Biologie ,1984,32,    ,['citation-journal']," Raoult D, Gallais H, Fosse T, Xeridat B, David MF, Casanova P. Treatment of typhoid fever with cefoperazone [Traitement de la fièvre typhoïde par la céfopérazone].  Pathologie Biologie 1984;32(5 Pt 2):573-5. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/6462748', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+with+cefoperazone&author=D+Raoult&author=H+Gallais&author=T+Fosse&author=B+Xeridat&author=MF+David&author=P+Casanova&publication_year=1984&hl=en']",6462748,, Raoult 1984 {published data only}  ,excluded,CD010452-bbs2-0045, Not a RCT ,6462748,,,,,,6462748
CD010452-bib-0048,"Rolston KV, Berkey P, Bodey GP, Anaissie EJ, Khardori NM, Joshi JH, et al. ",A comparison of imipenem to ceftazidime with or without amikacin as empiric therapy in febrile neutropenic patients, Archives of Internal Medicine ,1992,152,    ,['citation-journal']," Rolston KV, Berkey P, Bodey GP, Anaissie EJ, Khardori NM, Joshi JH, et al. A comparison of imipenem to ceftazidime with or without amikacin as empiric therapy in febrile neutropenic patients.  Archives of Internal Medicine 1992;152(2):283-91. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1001/archinte.1992.00400140037010', 'https://www.ncbi.nlm.nih.gov/pubmed/1739355', 'https://scholar.google.com/scholar_lookup?title=A+comparison+of+imipenem+to+ceftazidime+with+or+without+amikacin+as+empiric+therapy+in+febrile+neutropenic+patients+&author=KV+Rolston&author=P+Berkey&author=GP+Bodey&author=EJ+Anaissie&author=NM+Khardori&author=JH+Joshi&publication_year=1992&hl=en']",1739355,https://doi.org/10.1001/archinte.1992.00400140037010, Rolston 1992 {published data only}  ,excluded,CD010452-bbs2-0046, Not a RCT ,,,1739355,216,,,1739355
CD010452-bib-0049,"Singh CP, Singh N, Brar GK, Lal G, Kumar H. ",Efficacy of ciprofloxacin and norfloxacin in multidrug resistant enteric fever in adults, Journal of the Indian Medical Association ,1993,91,    ,['citation-journal']," Singh CP, Singh N, Brar GK, Lal G, Kumar H. Efficacy of ciprofloxacin and norfloxacin in multidrug resistant enteric fever in adults.  Journal of the Indian Medical Association 1993;91(6):156-7. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/8409505', 'https://scholar.google.com/scholar_lookup?title=Efficacy+of+ciprofloxacin+and+norfloxacin+in+multidrug+resistant+enteric+fever+in+adults+&author=CP+Singh&author=N+Singh&author=GK+Brar&author=G+Lal&author=H+Kumar&publication_year=1993&hl=en']",8409505,, Singh 1993 {published data only}  ,excluded,CD010452-bbs2-0047, No cephalosporin as an intervention ,8409505,8409505,,,,,8409505
CD010452-bib-0050,"Sirinavin S, Thavornnunth J, Sakchainanont B, Bangtrakulnonth A, Chongthawonsatid S, Junumporn S. ",Norfloxacin and azithromycin for treatment of nontyphoidal salmonella carriers, Clinical Infectious Diseases ,2003,37,    ,['citation-journal']," Sirinavin S, Thavornnunth J, Sakchainanont B, Bangtrakulnonth A, Chongthawonsatid S, Junumporn S. Norfloxacin and azithromycin for treatment of nontyphoidal salmonella carriers.  Clinical Infectious Diseases 2003;37(5):685-91. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1086/377273', 'https://www.ncbi.nlm.nih.gov/pubmed/12942401', 'https://scholar.google.com/scholar_lookup?title=Norfloxacin+and+azithromycin+for+treatment+of+nontyphoidal+salmonella+carriers&author=S+Sirinavin&author=J+Thavornnunth&author=B+Sakchainanont&author=A+Bangtrakulnonth&author=S+Chongthawonsatid&author=S+Junumporn&publication_year=2003&hl=en']",12942401,https://doi.org/10.1086/377273, Sirinavin 2003 {published data only}  ,excluded,CD010452-bbs2-0048, Not a RCT ,12942401,12942401,12942401,38,https://academic.oup.com/cid/article-pdf/37/5/685/885272/37-5-685.pdf,,12942401
CD010452-bib-0051,"Soe GB, Overturf GD. ","Treatment of typhoid fever and other systemic salmonelloses with cefotaxime, ceftriaxone, cefoperazone and other newer cephalosporins", Reviews of Infectious Diseases ,1987,9,    ,['citation-journal']," Soe GB, Overturf GD. Treatment of typhoid fever and other systemic salmonelloses with cefotaxime, ceftriaxone, cefoperazone and other newer cephalosporins.  Reviews of Infectious Diseases 1987;9(4):719-36. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/clinids/9.4.719', 'https://www.ncbi.nlm.nih.gov/pubmed/3125577', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+and+other+systemic+salmonelloses+with+cefotaxime,+ceftriaxone,+cefoperazone+and+other+newer+cephalosporins+&author=GB+Soe&author=GD+Overturf&publication_year=1987&hl=en']",3125577,https://doi.org/10.1093/clinids/9.4.719, Soe 1987 {published data only}  ,excluded,CD010452-bbs2-0049, Not a RCT ,3125577,3125577,3125577,123,,,3125577
CD010452-bib-0052,"Thaver D, Zaidi AK, Critchley J, Azmatullah A, Madni SA, Bhutta ZA. ",A comparison of fluoroquinolones versus other antibiotics for treating enteric fever: meta-analysis, BMJ ,2009,338,    ,['citation-journal']," Thaver D, Zaidi AK, Critchley J, Azmatullah A, Madni SA, Bhutta ZA. A comparison of fluoroquinolones versus other antibiotics for treating enteric fever: meta-analysis.  BMJ 2009;338:b1865. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1136/bmj.b1865', 'https://www.ncbi.nlm.nih.gov/pubmed/19493939', 'https://scholar.google.com/scholar_lookup?title=A+comparison+of+fluoroquinolones+versus+other+antibiotics+for+treating+enteric+fever:+meta-analysis+&author=D+Thaver&author=AK+Zaidi&author=J+Critchley&author=A+Azmatullah&author=SA+Madni&author=ZA+Bhutta&publication_year=2009&hl=en']",19493939,https://doi.org/10.1136/bmj.b1865, Thaver 2009 {published data only}  ,excluded,CD010452-bbs2-0050, Not a RCT ,19493939,19493939,19493939,67,https://www.bmj.com/content/bmj/338/bmj.b1865.full.pdf,,19493939
CD010452-bib-0053,"Ti TY, Monteiro EH, Lam S, Lee HS. ",Ceftriaxone therapy in bacteremic typhoid fever, Antimicrobial Agents and Chemotherapy ,1985,28,    ,['citation-journal']," Ti TY, Monteiro EH, Lam S, Lee HS. Ceftriaxone therapy in bacteremic typhoid fever.  Antimicrobial Agents and Chemotherapy 1985;28(4):540-3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/AAC.28.4.540', 'https://www.ncbi.nlm.nih.gov/pubmed/4073877', 'https://scholar.google.com/scholar_lookup?title=Ceftriaxone+therapy+in+bacteremic+typhoid+fever&author=TY+Ti&author=EH+Monteiro&author=S+Lam&author=HS+Lee&publication_year=1985&hl=en']",4073877,https://doi.org/10.1128/AAC.28.4.540, Ti 1985 {published data only}  ,excluded,CD010452-bbs2-0051, Not a RCT ,4073877,,4073877,35,https://doi.org/10.1128/aac.28.4.540,,4073877
CD010452-bib-0054,"Trivedi NA, Shah PC. ",A meta-analysis comparing the safety and efficacy of azithromycin over the alternate drugs used for treatment of uncomplicated enteric fever, Journal of Postgraduate Medicine ,2012,58,    ,['citation-journal']," Trivedi NA, Shah PC. A meta-analysis comparing the safety and efficacy of azithromycin over the alternate drugs used for treatment of uncomplicated enteric fever.  Journal of Postgraduate Medicine 2012;58(2):112-8. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4103/0022-3859.97172', 'https://www.ncbi.nlm.nih.gov/pubmed/22718054', 'https://scholar.google.com/scholar_lookup?title=A+meta-analysis+comparing+the+safety+and+efficacy+of+azithromycin+over+the+alternate+drugs+used+for+treatment+of+uncomplicated+enteric+fever+&author=NA+Trivedi&author=PC+Shah&publication_year=2012&hl=en']",22718054,https://doi.org/10.4103/0022-3859.97172, Trivedi 2012 {published data only}  ,excluded,CD010452-bbs2-0052, Not a RCT ,22718054,22718054,22718054,38,https://doi.org/10.4103/0022-3859.97172,,22718054
CD010452-bib-0055,Uwaydah M. ,Cefazolin in the treatment of acute enteric fever, Antimicrobial Agents and Chemotherapy ,1976,10,    ,['citation-journal'], Uwaydah M. Cefazolin in the treatment of acute enteric fever.  Antimicrobial Agents and Chemotherapy 1976;10(1):52-6. CENTRAL    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1128/AAC.10.1.52', 'https://www.ncbi.nlm.nih.gov/pubmed/791088', 'https://scholar.google.com/scholar_lookup?title=Cefazolin+in+the+treatment+of+acute+enteric+fever&author=M+Uwaydah&publication_year=1976&hl=en']",791088,https://doi.org/10.1128/AAC.10.1.52, Uwaydah 1976 {published data only}  ,excluded,CD010452-bbs2-0053, Not a RCT ,791088,,791088,15,https://europepmc.org/articles/pmc429688?pdf=render,,791088
CD010452-bib-0056,"Uwaydah M, Nassar NT, Harakeh H, Vartivarian S, Talhouk A, Kantarjian H. ",Treatment of typhoid fever with cefamandole, Antimicrobial Agents and Chemotherapy ,1984,26,    ,['citation-journal']," Uwaydah M, Nassar NT, Harakeh H, Vartivarian S, Talhouk A, Kantarjian H. Treatment of typhoid fever with cefamandole.  Antimicrobial Agents and Chemotherapy 1984;26(3):426-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1128/AAC.26.3.426', 'https://www.ncbi.nlm.nih.gov/pubmed/6508273', 'https://scholar.google.com/scholar_lookup?title=Treatment+of+typhoid+fever+with+cefamandole&author=M+Uwaydah&author=NT+Nassar&author=H+Harakeh&author=S+Vartivarian&author=A+Talhouk&author=H+Kantarjian&publication_year=1984&hl=en']",6508273,https://doi.org/10.1128/AAC.26.3.426, Uwaydah 1984 {published data only}  ,excluded,CD010452-bbs2-0054, Not a RCT ,6508273,,6508273,15,https://europepmc.org/articles/pmc176187?pdf=render,,6508273
CD010452-bib-0057,"Vinh H, Duong NM, Phuong le T, Truong NT, Bay PV, Wain J, et al. ",Comparative trial of short-course ofloxacin for uncomplicated typhoid fever in Vietnamese children, Annals of Tropical Paediatrics ,2005,25,    ,['citation-journal']," Vinh H, Duong NM, Phuong le T, Truong NT, Bay PV, Wain J, et al. Comparative trial of short-course ofloxacin for uncomplicated typhoid fever in Vietnamese children.  Annals of Tropical Paediatrics 2005;25(1):17-22. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1179/146532805X23308', 'https://www.ncbi.nlm.nih.gov/pubmed/15814044', 'https://scholar.google.com/scholar_lookup?title=Comparative+trial+of+short-course+ofloxacin+for+uncomplicated+typhoid+fever+in+Vietnamese+children+&author=H+Vinh&author=NM+Duong&author=T+Phuongle&author=NT+Truong&author=PV+Bay&author=J+Wain&publication_year=2005&hl=en']",15814044,https://doi.org/10.1179/146532805X23308, Vinh 2005 {published data only}  ,excluded,CD010452-bbs2-0055, No cephalosporin as an intervention ,,15814044,15814044,17,,,15814044
