reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD013080-bib-0024,"Landes M, Van Lettow M, Van Oosterhout JJ, Schouten E, Auld A, Kalua T, et al. ",Early post-partum viremia predicts long-term non-suppression of viral load in HIV-positive women on ART in Malawi: implications for the elimination of infant transmission, PLOS One ,2021,16,    ,['citation-journal']," Landes M, Van Lettow M, Van Oosterhout JJ, Schouten E, Auld A, Kalua T, et al. Early post-partum viremia predicts long-term non-suppression of viral load in HIV-positive women on ART in Malawi: implications for the elimination of infant transmission.  PLOS One 2021;16(3):e0248559. CENTRAL [DOI: doi.org/10.1371/journal.pone.0248559]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0248559', 'https://www.ncbi.nlm.nih.gov/pubmed/33711066', 'https://scholar.google.com/scholar_lookup?title=Early+post-partum+viremia+predicts+long-term+non-suppression+of+viral+load+in+HIV-positive+women+on+ART+in+Malawi:+implications+for+the+elimination+of+infant+transmission+&author=M+Landes&author=M+VanLettow&author=JJ+VanOosterhout&author=E+Schouten&author=A+Auld&author=T+Kalua&publication_year=2021&hl=en']",33711066,https://doi.org/10.1371/journal.pone.0248559, Landes 2021 {published data only}  ,included,CD013080-bbs2-0024,,33711066,33711066,13.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0248559&type=printable,,33711066
CD013080-bib-0025,"Mariana N, Lisdawati V, Maemun S, Sucahyo A, Debby P, Yuli, et al. ","Evaluation of adherence, virology and immunology response in HIV patients treated with a once daily fixed dose combination (FDC) and a free combination of antiretroviral", Advanced Science Letters ,2018,24,    ,['citation-journal']," Mariana N, Lisdawati V, Maemun S, Sucahyo A, Debby P, Yuli, et al. Evaluation of adherence, virology and immunology response in HIV patients treated with a once daily fixed dose combination (FDC) and a free combination of antiretroviral.  Advanced Science Letters 2018;24(8):6143-6. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.1166/asl.2018.12656', 'https://scholar.google.com/scholar_lookup?title=Evaluation+of+adherence,+virology+and+immunology+response+in+HIV+patients+treated+with+a+once+daily+fixed+dose+combination+(FDC)+and+a+free+combination+of+antiretroviral+&author=N+Mariana&author=V+Lisdawati&author=S+Maemun&author=A+Sucahyo&author=P+Debby&publication_year=2018&hl=en']",,https://doi.org/10.1166/asl.2018.12656, Mariana 2018 {published data only}  ,included,CD013080-bbs2-0025,,,,1.0,,,
CD013080-bib-0026,"Mbengue MAS, Chasela C, Onoya D, Mboup S, Fox MP, Evans D. ","Clinical predictor score to identify patients at risk of poor viral load suppression at six months on antiretroviral therapy: results from a prospective cohort study in Johannesburg, South Africa", Clinical Epidemiology ,2019,11,    ,['citation-journal']," Mbengue MAS, Chasela C, Onoya D, Mboup S, Fox MP, Evans D. Clinical predictor score to identify patients at risk of poor viral load suppression at six months on antiretroviral therapy: results from a prospective cohort study in Johannesburg, South Africa.  Clinical Epidemiology 2019;11:359-73. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.2147/CLEP.S197741', 'https://www.ncbi.nlm.nih.gov/pubmed/31191029', 'https://scholar.google.com/scholar_lookup?title=Clinical+predictor+score+to+identify+patients+at+risk+of+poor+viral+load+suppression+at+six+months+on+antiretroviral+therapy:+results+from+a+prospective+cohort+study+in+Johannesburg,+South+Africa+&author=MAS+Mbengue&author=C+Chasela&author=D+Onoya&author=S+Mboup&author=MP+Fox&author=D+Evans&publication_year=2019&hl=en']",31191029,https://doi.org/10.2147/CLEP.S197741, Mbengue 2019 {published data only}  ,included,CD013080-bbs2-0026,,,31191029,16.0,https://www.dovepress.com/getfile.php?fileID=49678,,31191029
CD013080-bib-0027,"McMahon JH, Manoharan A, Wanke CA, Mammen S, Jose H, Malini T, et al. ","Pharmacy and self-report adherence measures to predict virological outcomes for patients on free antiretroviral therapy in Tamil Nadu, India", AIDS and Behavior ,2013,17,    ,['citation-journal']," McMahon JH, Manoharan A, Wanke CA, Mammen S, Jose H, Malini T, et al. Pharmacy and self-report adherence measures to predict virological outcomes for patients on free antiretroviral therapy in Tamil Nadu, India.  AIDS and Behavior 2013;17(6):2253-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1007/s10461-013-0436-x', 'https://www.ncbi.nlm.nih.gov/pubmed/23435750', 'https://scholar.google.com/scholar_lookup?title=Pharmacy+and+self-report+adherence+measures+to+predict+virological+outcomes+for+patients+on+free+antiretroviral+therapy+in+Tamil+Nadu,+India+&author=JH+McMahon&author=A+Manoharan&author=CA+Wanke&author=S+Mammen&author=H+Jose&author=T+Malini&publication_year=2013&hl=en']",23435750,https://doi.org/10.1007/s10461-013-0436-x, McMahon 2013 {published data only}  ,included,CD013080-bbs2-0027,,,23435750,21.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3674125,,23435750
CD013080-bib-0028,"Messou E, Chaix ML, Gabillard D, Minga A, Losina E, Yapo V, et al. ","Association between medication possession ratio, virologic failure and drug resistance in HIV-1-infected adults on antiretroviral therapy in Cote d'Ivoire", Journal of Acquired Immune Deficiency Syndromes ,2011,56,    ,['citation-journal']," Messou E, Chaix ML, Gabillard D, Minga A, Losina E, Yapo V, et al. Association between medication possession ratio, virologic failure and drug resistance in HIV-1-infected adults on antiretroviral therapy in Cote d'Ivoire.  Journal of Acquired Immune Deficiency Syndromes 2011;56(4):356-64. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAI.0b013e3182084b5a', 'https://www.ncbi.nlm.nih.gov/pubmed/21191309', ""https://scholar.google.com/scholar_lookup?title=Association+between+medication+possession+ratio,+virologic+failure+and+drug+resistance+in+HIV-1-infected+adults+on+antiretroviral+therapy+in+Cote+d'Ivoire+&author=E+Messou&author=ML+Chaix&author=D+Gabillard&author=A+Minga&author=E+Losina&author=V+Yapo&publication_year=2011&hl=en""]",21191309,https://doi.org/10.1097/QAI.0b013e3182084b5a, Messou 2011 {published data only}  ,included,CD013080-bbs2-0028,,21191309,21191309,83.0,"https://journals.lww.com/jaids/fulltext/2011/04010/association_between_medication_possession_ratio,.11.aspx",,21191309
CD013080-bib-0029,"Meya D, Spacek LA, Tibenderana H, John L, Namugga I, Magero S, et al. ","Development and evaluation of a clinical algorithm to monitor patients on antiretrovirals in resource-limited settings using adherence, clinical and CD4 cell count criteria", Journal of the International AIDS Society ,2009,12,    ,['citation-journal']," Meya D, Spacek LA, Tibenderana H, John L, Namugga I, Magero S, et al. Development and evaluation of a clinical algorithm to monitor patients on antiretrovirals in resource-limited settings using adherence, clinical and CD4 cell count criteria.  Journal of the International AIDS Society 2009;12:3. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1758-2652-12-3', 'https://www.ncbi.nlm.nih.gov/pubmed/19261189', 'https://scholar.google.com/scholar_lookup?title=Development+and+evaluation+of+a+clinical+algorithm+to+monitor+patients+on+antiretrovirals+in+resource-limited+settings+using+adherence,+clinical+and+CD4+cell+count+criteria+&author=D+Meya&author=LA+Spacek&author=H+Tibenderana&author=L+John&author=I+Namugga&author=S+Magero&publication_year=2009&hl=en']",19261189,https://doi.org/10.1186/1758-2652-12-3, Meya 2009 {published data only}  ,included,CD013080-bbs2-0029,,19261189,19261189,52.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1186/1758-2652-12-3,,19261189
CD013080-bib-0030,"Mogosetsi NJ, Mabuza LH, Ogunbanjo GA. ","The prevalence of HIV load suppression and related factors among patients on ART at Phedisong 4 Clinic, Pretoria, South Africa", Open Public Health Journal ,2018,11,    ,['citation-journal']," Mogosetsi NJ, Mabuza LH, Ogunbanjo GA. The prevalence of HIV load suppression and related factors among patients on ART at Phedisong 4 Clinic, Pretoria, South Africa.  Open Public Health Journal 2018;11:135-46. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.2174/1874944501811010135', 'https://scholar.google.com/scholar_lookup?title=The+prevalence+of+HIV+load+suppression+and+related+factors+among+patients+on+ART+at+Phedisong+4+Clinic,+Pretoria,+South+Africa+&author=NJ+Mogosetsi&author=LH+Mabuza&author=GA+Ogunbanjo&publication_year=2018&hl=en']",,https://doi.org/10.2174/1874944501811010135, Mogosetsi 2018 {published data only}  ,included,CD013080-bbs2-0030,,,,12.0,https://openpublichealthjournal.com/VOLUME/11/PAGE/135/PDF/,,
CD013080-bib-0031,"Moosa A, Gengiah TN, Lewis L, Naidoo K. ",Long-term adherence to antiretroviral therapy in a South African adult patient cohort: a retrospective study, BMC Infectious Diseases ,2019,19,    ,['citation-journal']," Moosa A, Gengiah TN, Lewis L, Naidoo K. Long-term adherence to antiretroviral therapy in a South African adult patient cohort: a retrospective study.  BMC Infectious Diseases 2019;19:775. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s12879-019-4410-8', 'https://www.ncbi.nlm.nih.gov/pubmed/31488063', 'https://scholar.google.com/scholar_lookup?title=Long-term+adherence+to+antiretroviral+therapy+in+a+South+African+adult+patient+cohort:+a+retrospective+study+&author=A+Moosa&author=TN+Gengiah&author=L+Lewis&author=K+Naidoo&publication_year=2019&hl=en']",31488063,https://doi.org/10.1186/s12879-019-4410-8, Moosa 2019 {published data only}  ,included,CD013080-bbs2-0031,,,31488063,86.0,https://bmcinfectdis.biomedcentral.com/track/pdf/10.1186/s12879-019-4410-8,,31488063
CD013080-bib-0032,"Mutwa PR, Boer KR, Asiimwe-Kateera B, Tuyishimire D, Muganga N, Lange JM, et al. ",Safety and effectiveness of combination antiretroviral therapy during the first year of treatment in HIV-1 infected Rwandan children: a prospective study, PLOS One ,2014,9,    ,['citation-journal']," Mutwa PR, Boer KR, Asiimwe-Kateera B, Tuyishimire D, Muganga N, Lange JM, et al. Safety and effectiveness of combination antiretroviral therapy during the first year of treatment in HIV-1 infected Rwandan children: a prospective study.  PLOS One 2014;9(11):e111948. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0111948', 'https://www.ncbi.nlm.nih.gov/pubmed/25365302', 'https://scholar.google.com/scholar_lookup?title=Safety+and+effectiveness+of+combination+antiretroviral+therapy+during+the+first+year+of+treatment+in+HIV-1+infected+Rwandan+children:+a+prospective+study+&author=PR+Mutwa&author=KR+Boer&author=B+Asiimwe-Kateera&author=D+Tuyishimire&author=N+Muganga&author=JM+Lange&publication_year=2014&hl=en']",25365302,https://doi.org/10.1371/journal.pone.0111948, Mutwa 2014 {published data only}  ,included,CD013080-bbs2-0032,,25365302,25365302,27.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0111948&type=printable,,25365302
CD013080-bib-0033,"Navarro J, Perez M, Curran A, Burgos J, Feijoo M, Torrella A, et al. ",Impact of an adherence program to antiretroviral treatment on virologic response in a cohort of multitreated and poorly adherent HIV-infected patients in Spain, AIDS Patient Care and STDs ,2014,28,    ,['citation-journal']," Navarro J, Perez M, Curran A, Burgos J, Feijoo M, Torrella A, et al. Impact of an adherence program to antiretroviral treatment on virologic response in a cohort of multitreated and poorly adherent HIV-infected patients in Spain.  AIDS Patient Care and STDs 2014;28(10):537-42. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1089/apc.2014.0097', 'https://www.ncbi.nlm.nih.gov/pubmed/25111167', 'https://scholar.google.com/scholar_lookup?title=Impact+of+an+adherence+program+to+antiretroviral+treatment+on+virologic+response+in+a+cohort+of+multitreated+and+poorly+adherent+HIV-infected+patients+in+Spain+&author=J+Navarro&author=M+Perez&author=A+Curran&author=J+Burgos&author=M+Feijoo&author=A+Torrella&publication_year=2014&hl=en']",25111167,https://doi.org/10.1089/apc.2014.0097, Navarro 2014 {published data only}  ,included,CD013080-bbs2-0033,,,25111167,9.0,,,25111167
CD013080-bib-0034,"Nelson M, Girard PM, Demasi R, Chen L, Smets E, Sekar V, et al. ","Suboptimal adherence to darunavir/ritonavir has minimal effect on efficacy compared with lopinavir/ritonavir in treatment-naive, HIV-infected patients: 96 week ARTEMIS data", Journal of Antimicrobial Chemotherapy ,2010,65,    ,['citation-journal']," Nelson M, Girard PM, Demasi R, Chen L, Smets E, Sekar V, et al. Suboptimal adherence to darunavir/ritonavir has minimal effect on efficacy compared with lopinavir/ritonavir in treatment-naive, HIV-infected patients: 96 week ARTEMIS data.  Journal of Antimicrobial Chemotherapy 2010;65(7):1505-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/jac/dkq150', 'https://www.ncbi.nlm.nih.gov/pubmed/20498120', 'https://scholar.google.com/scholar_lookup?title=Suboptimal+adherence+to+darunavir/ritonavir+has+minimal+effect+on+efficacy+compared+with+lopinavir/ritonavir+in+treatment-naive,+HIV-infected+patients:+96+week+ARTEMIS+data+&author=M+Nelson&author=PM+Girard&author=R+Demasi&author=L+Chen&author=E+Smets&author=V+Sekar&publication_year=2010&hl=en']",20498120,https://doi.org/10.1093/jac/dkq150, Nelson 2010 {published data only}  ,included,CD013080-bbs2-0034,,20498120,20498120,72.0,https://academic.oup.com/jac/article-pdf/65/7/1505/2369615/dkq150.pdf,,20498120
CD013080-bib-0035,"Oette M, Kroidl A, Göbels K, Stabbert A, Menge M, Sagir A, et al. ",Predictors of short-term success of antiretroviral therapy in HIV infection, Journal of Antimicrobial Chemotherapy ,2006,58,    ,['citation-journal']," Oette M, Kroidl A, Göbels K, Stabbert A, Menge M, Sagir A, et al. Predictors of short-term success of antiretroviral therapy in HIV infection.  Journal of Antimicrobial Chemotherapy 2006;58(1):147-53. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/jac/dkl189', 'https://www.ncbi.nlm.nih.gov/pubmed/16687458', 'https://scholar.google.com/scholar_lookup?title=Predictors+of+short-term+success+of+antiretroviral+therapy+in+HIV+infection&author=M+Oette&author=A+Kroidl&author=K+Göbels&author=A+Stabbert&author=M+Menge&author=A+Sagir&publication_year=2006&hl=en']",16687458,https://doi.org/10.1093/jac/dkl189, Oette 2006 {published data only}  ,included,CD013080-bbs2-0035,,,16687458,23.0,https://academic.oup.com/jac/article-pdf/58/1/147/2168282/dkl189.pdf,,16687458
CD013080-bib-0036,"Okonji JA, Zeh C, Weidle PJ, Williamson J, Akoth B, Masaba RO, et al. ","CD4, viral load response, and adherence among antiretroviral-naive breast-feeding women receiving triple antiretroviral prophylaxis for prevention of mother-to-child transmission of HIV in Kisumu, Kenya", Journal of Acquired Immune Deficiency Syndromes ,2012,61,    ,['citation-journal']," Okonji JA, Zeh C, Weidle PJ, Williamson J, Akoth B, Masaba RO, et al. CD4, viral load response, and adherence among antiretroviral-naive breast-feeding women receiving triple antiretroviral prophylaxis for prevention of mother-to-child transmission of HIV in Kisumu, Kenya.  Journal of Acquired Immune Deficiency Syndromes 2012;61(2):249-57. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAI.0b013e318262514f', 'https://www.ncbi.nlm.nih.gov/pubmed/22692094', 'https://scholar.google.com/scholar_lookup?title=CD4,+viral+load+response,+and+adherence+among+antiretroviral-naive+breast-feeding+women+receiving+triple+antiretroviral+prophylaxis+for+prevention+of+mother-to-child+transmission+of+HIV+in+Kisumu,+Kenya+&author=JA+Okonji&author=C+Zeh&author=PJ+Weidle&author=J+Williamson&author=B+Akoth&author=RO+Masaba&publication_year=2012&hl=en']",22692094,https://doi.org/10.1097/QAI.0b013e318262514f, Okonji 2012 {published data only}  ,included,CD013080-bbs2-0036,,22692094,22692094,58.0,https://doi.org/10.1097/qai.0b013e318262514f,,22692094
CD013080-bib-0037,"Orrell C, Bangsberg DR, Badri M, Wood R. ",Adherence is not a barrier to successful antiretroviral therapy in South Africa, AIDS ,2003,17,    ,['citation-journal']," Orrell C, Bangsberg DR, Badri M, Wood R. Adherence is not a barrier to successful antiretroviral therapy in South Africa.  AIDS 2003;17(9):1369-75. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/00002030-200306130-00011', 'https://www.ncbi.nlm.nih.gov/pubmed/12799558', 'https://scholar.google.com/scholar_lookup?title=Adherence+is+not+a+barrier+to+successful+antiretroviral+therapy+in+South+Africa&author=C+Orrell&author=DR+Bangsberg&author=M+Badri&author=R+Wood&publication_year=2003&hl=en']",12799558,https://doi.org/10.1097/00002030-200306130-00011, Orrell 2003 {published data only}  ,included,CD013080-bbs2-0037,,,12799558,411.0,https://journals.lww.com/aidsonline/fulltext/2003/06130/adherence_is_not_a_barrier_to_successful.11.aspx,,12799558
CD013080-bib-0038,"Orrell C, Cohen K, Leisegang R, Bangsberg DR, Wood R, Maartens G. ",Comparison of six methods to estimate adherence in an ART-naïve cohort in a resource-poor setting: which best predicts virological and resistance outcomes?, AIDS Research and Therapy ,2017,14,    ,['citation-journal']," Orrell C, Cohen K, Leisegang R, Bangsberg DR, Wood R, Maartens G. Comparison of six methods to estimate adherence in an ART-naïve cohort in a resource-poor setting: which best predicts virological and resistance outcomes? AIDS Research and Therapy 2017;14(1):20. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/s12981-017-0138-y', 'https://www.ncbi.nlm.nih.gov/pubmed/28376815', 'https://scholar.google.com/scholar_lookup?title=Comparison+of+six+methods+to+estimate+adherence+in+an+ART-naïve+cohort+in+a+resource-poor+setting:+which+best+predicts+virological+and+resistance+outcomes?+&author=C+Orrell&author=K+Cohen&author=R+Leisegang&author=DR+Bangsberg&author=R+Wood&author=G+Maartens&publication_year=2017&hl=en']",28376815,https://doi.org/10.1186/s12981-017-0138-y, Orrell 2017 {published data only}  ,included,CD013080-bbs2-0038,,,28376815,67.0,https://aidsrestherapy.biomedcentral.com/track/pdf/10.1186/s12981-017-0138-y,,28376815
CD013080-bib-0039,"Ortega L, Cuevas MJ, Pérez-Simón R, Villares C, Alcoba M, Martín V. ",Factors predicting detectable viral load in patients with highly active antiretroviral treatment, Medicina Clínica ,2004,123,    ,['citation-journal']," Ortega L, Cuevas MJ, Pérez-Simón R, Villares C, Alcoba M, Martín V. Factors predicting detectable viral load in patients with highly active antiretroviral treatment [Factores predictores de carga viral detectable en pacientes en tratamiento antirretroviral de gran actividad].  Medicina Clínica 2004;123(2):45-9. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0025-7753(04)74407-3', 'https://www.ncbi.nlm.nih.gov/pubmed/15225482', 'https://scholar.google.com/scholar_lookup?title=Factors+predicting+detectable+viral+load+in+patients+with+highly+active+antiretroviral+treatment+&author=L+Ortega&author=MJ+Cuevas&author=R+Pérez-Simón&author=C+Villares&author=M+Alcoba&author=V+Martín&publication_year=2004&hl=en']",15225482,https://doi.org/10.1016/S0025-7753(04)74407-3, Ortega 2004 {published data only}  ,included,CD013080-bbs2-0039,15225482,,,3.0,,,15225482
CD013080-bib-0040,"Paolillo EW, Gongvatana A, Umlauf A, Letendre SL, Moore DJ. ",At-risk alcohol use is associated with antiretroviral treatment nonadherence among adults living with HIV/AIDS," Alcoholism, Clinical and Experimental Research ",2017,41,    ,['citation-journal']," Paolillo EW, Gongvatana A, Umlauf A, Letendre SL, Moore DJ. At-risk alcohol use is associated with antiretroviral treatment nonadherence among adults living with HIV/AIDS.  Alcoholism, Clinical and Experimental Research 2017;41(8):1518-25. CENTRAL [DOI: 10.1111/acer.13433]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1111/acer.13433', 'https://www.ncbi.nlm.nih.gov/pubmed/28679147', 'https://scholar.google.com/scholar_lookup?title=At-risk+alcohol+use+is+associated+with+antiretroviral+treatment+nonadherence+among+adults+living+with+HIV/AIDS+&author=EW+Paolillo&author=A+Gongvatana&author=A+Umlauf&author=SL+Letendre&author=DJ+Moore&publication_year=2017&hl=en']",28679147,https://doi.org/10.1111/acer.13433, Paolillo 2017 {published data only}  ,included,CD013080-bbs2-0040,28679147,,28679147,24.0,https://europepmc.org/articles/pmc5564671?pdf=render,,28679147
CD013080-bib-0041,"Parienti JJ, Ragland K, Lucht F, De la Blanchardière A, Dargère S, Yazdanpanah Y, et al. ","Average adherence to boosted protease inhibitor therapy, rather than the pattern of missed doses, as a predictor of HIV RNA replication", Clinical Infectious Diseases ,2010,50,    ,['citation-journal']," Parienti JJ, Ragland K, Lucht F, De la Blanchardière A, Dargère S, Yazdanpanah Y, et al. Average adherence to boosted protease inhibitor therapy, rather than the pattern of missed doses, as a predictor of HIV RNA replication.  Clinical Infectious Diseases 2010;50(8):1192-7. CENTRAL [DOI: 10.1086/651419]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1086/651419', 'https://www.ncbi.nlm.nih.gov/pubmed/20210643', 'https://scholar.google.com/scholar_lookup?title=Average+adherence+to+boosted+protease+inhibitor+therapy,+rather+than+the+pattern+of+missed+doses,+as+a+predictor+of+HIV+RNA+replication+&author=JJ+Parienti&author=K+Ragland&author=F+Lucht&author=A+DelaBlanchardière&author=S+Dargère&author=Y+Yazdanpanah&publication_year=2010&hl=en']",20210643,https://doi.org/10.1086/651419, Parienti 2010 {published data only}  ,included,CD013080-bbs2-0041,,,20210643,107.0,https://academic.oup.com/cid/article-pdf/50/8/1192/1232886/50-8-1192.pdf,,20210643
CD013080-bib-0042,"Parker RA, Rabideau DJ, Sax PE, Tierney C, Daar ES, Collier AC, et al. ","Impact of medication adherence on virologic failure in A5202: a randomized, partially blinded, phase 3B study", Clinical Infectious Diseases ,2017,64,    ,['citation-journal']," Parker RA, Rabideau DJ, Sax PE, Tierney C, Daar ES, Collier AC, et al. Impact of medication adherence on virologic failure in A5202: a randomized, partially blinded, phase 3B study.  Clinical Infectious Diseases 2017;64(11):1612-4. CENTRAL [DOI: 10.1093/cid/cix176]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/cid/cix176', 'https://www.ncbi.nlm.nih.gov/pubmed/28329243', 'https://scholar.google.com/scholar_lookup?title=Impact+of+medication+adherence+on+virologic+failure+in+A5202:+a+randomized,+partially+blinded,+phase+3B+study+&author=RA+Parker&author=DJ+Rabideau&author=PE+Sax&author=C+Tierney&author=ES+Daar&author=AC+Collier&publication_year=2017&hl=en']",28329243,https://doi.org/10.1093/cid/cix176, Parker 2017 {published data only}  ,included,CD013080-bbs2-0042,,28329243,28329243,9.0,https://academic.oup.com/cid/article-pdf/64/11/1612/17844223/cix176.pdf,,28329243
CD013080-bib-0043,"Pasquau J, Hidalgo-Tenorio C, Montes ML, Romero-Palacios A, Vergas J, Sanjoaquín I, et al. ","High quality of life, treatment tolerability, safety and efficacy in HIV patients switching from triple therapy to lopinavir/ritonavir monotherapy: a randomized clinical trial", PLOS One ,2018,13,    ,['citation-journal']," Pasquau J, Hidalgo-Tenorio C, Montes ML, Romero-Palacios A, Vergas J, Sanjoaquín I, et al. High quality of life, treatment tolerability, safety and efficacy in HIV patients switching from triple therapy to lopinavir/ritonavir monotherapy: a randomized clinical trial.  PLOS One 2018;13(4):e0195068. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pone.0195068', 'https://www.ncbi.nlm.nih.gov/pubmed/29649309', 'https://scholar.google.com/scholar_lookup?title=High+quality+of+life,+treatment+tolerability,+safety+and+efficacy+in+HIV+patients+switching+from+triple+therapy+to+lopinavir/ritonavir+monotherapy:+a+randomized+clinical+trial+&author=J+Pasquau&author=C+Hidalgo-Tenorio&author=ML+Montes&author=A+Romero-Palacios&author=J+Vergas&author=I+Sanjoaquín&publication_year=2018&hl=en']",29649309,https://doi.org/10.1371/journal.pone.0195068, Pasquau 2018 {published data only}  ,included,CD013080-bbs2-0043,,29649309,29649309,21.0,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0195068&type=printable,,29649309
CD013080-bib-0044,"Phillips TK, Sinxadi P, Abrams EJ, Zerbe A, Orrell C, Hu NC, et al. ","A comparison of plasma efavirenz and tenofovir, dried blood spot tenofovir-diphosphate, and self-reported adherence to predict virologic suppression among South African women", Journal of Acquired Immune Deficiency Syndromes ,2019,81,    ,['citation-journal']," Phillips TK, Sinxadi P, Abrams EJ, Zerbe A, Orrell C, Hu NC, et al. A comparison of plasma efavirenz and tenofovir, dried blood spot tenofovir-diphosphate, and self-reported adherence to predict virologic suppression among South African women.  Journal of Acquired Immune Deficiency Syndromes 2019;81(3):311-8. CENTRAL [DOI: 10.1097/QAI.0000000000002032]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1097/QAI.0000000000002032', 'https://www.ncbi.nlm.nih.gov/pubmed/30893125', 'https://scholar.google.com/scholar_lookup?title=A+comparison+of+plasma+efavirenz+and+tenofovir,+dried+blood+spot+tenofovir-diphosphate,+and+self-reported+adherence+to+predict+virologic+suppression+among+South+African+women+&author=TK+Phillips&author=P+Sinxadi&author=EJ+Abrams&author=A+Zerbe&author=C+Orrell&author=NC+Hu&publication_year=2019&hl=en']",30893125,https://doi.org/10.1097/QAI.0000000000002032, Phillips 2019 {published data only}  ,included,CD013080-bbs2-0044,,30893125,30893125,31.0,https://doi.org/10.1097/qai.0000000000002032,,30893125
CD013080-bib-0045,"Pulido F, Pérez-Valero I, Delgado R, Arranz A, Pasquau J, Portilla J, et al. ",Risk factors for loss of virological suppression in patients receiving lopinavir/ritonavir monotherapy for maintenance of HIV suppression, Antiviral Therapy ,2009,14,    ,['citation-journal']," Pulido F, Pérez-Valero I, Delgado R, Arranz A, Pasquau J, Portilla J, et al. Risk factors for loss of virological suppression in patients receiving lopinavir/ritonavir monotherapy for maintenance of HIV suppression.  Antiviral Therapy 2009;14(2):195-201. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1177/135965350901400210', 'https://www.ncbi.nlm.nih.gov/pubmed/19430094', 'https://scholar.google.com/scholar_lookup?title=Risk+factors+for+loss+of+virological+suppression+in+patients+receiving+lopinavir/ritonavir+monotherapy+for+maintenance+of+HIV+suppression+&author=F+Pulido&author=I+Pérez-Valero&author=R+Delgado&author=A+Arranz&author=J+Pasquau&author=J+Portilla&publication_year=2009&hl=en']",19430094,https://doi.org/10.1177/135965350901400210, Pulido 2009 {published data only}  ,included,CD013080-bbs2-0045,,19430094,19430094,72.0,https://journals.sagepub.com/doi/pdf/10.1177/135965350901400210,,19430094
CD013080-bib-0046,"Sangeda RZ, Mosha F, Prosperi M, Aboud S, Vercauteren J, Camacho RJ, et al. ",Pharmacy refill adherence outperforms self-reported methods in predicting HIV therapy outcome in resource-limited settings, BMC Public Health ,2014,14,    ,['citation-journal']," Sangeda RZ, Mosha F, Prosperi M, Aboud S, Vercauteren J, Camacho RJ, et al. Pharmacy refill adherence outperforms self-reported methods in predicting HIV therapy outcome in resource-limited settings.  BMC Public Health 2014;14:1035. CENTRAL [DOI: 10.1186/1471-2458-14-1035]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1186/1471-2458-14-1035', 'https://www.ncbi.nlm.nih.gov/pubmed/25280535', 'https://scholar.google.com/scholar_lookup?title=Pharmacy+refill+adherence+outperforms+self-reported+methods+in+predicting+HIV+therapy+outcome+in+resource-limited+settings+&author=RZ+Sangeda&author=F+Mosha&author=M+Prosperi&author=S+Aboud&author=J+Vercauteren&author=RJ+Camacho&publication_year=2014&hl=en']",25280535,https://doi.org/10.1186/1471-2458-14-1035, Sangeda 2014 {published data only}  ,included,CD013080-bbs2-0046,,25280535,25280535,101.0,https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/1471-2458-14-1035,,25280535
