reference_id,authors,title,journal,year,volume,citation_footer,citation_type,citation,urls,pubmed_id,doi,header,reference_type,study_id,exclusion_reason,PUBMED_ID_TITLE_AUTHORS,PUBMED_ID_TITLE,PUBMED_ID_S2,N_CITATIONS,S2_PDF_LINK,CORE_PDF_LINK,PUBMED_ID
CD012199-bib-0043,"Pickering AJ, Njenga SM, Steinbaum L, Swarthout J, Lin A, Arnold BF, et al. ","Effects of single and integrated water, sanitation, handwashing, and nutrition interventions on child soil-transmitted helminth and Giardia infections: a cluster-randomized controlled trial in rural Kenya", PLOS Medicine ,2019,16,    ,['citation-journal']," Pickering AJ, Njenga SM, Steinbaum L, Swarthout J, Lin A, Arnold BF, et al. Effects of single and integrated water, sanitation, handwashing, and nutrition interventions on child soil-transmitted helminth and Giardia infections: a cluster-randomized controlled trial in rural Kenya.  PLOS Medicine 2019;16(6):e1002841. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pmed.1002841', 'https://www.ncbi.nlm.nih.gov/pubmed/31242190', 'https://scholar.google.com/scholar_lookup?title=Effects+of+single+and+integrated+water,+sanitation,+handwashing,+and+nutrition+interventions+on+child+soil-transmitted+helminth+and+Giardia+infections:+a+cluster-randomized+controlled+trial+in+rural+Kenya+&author=AJ+Pickering&author=SM+Njenga&author=L+Steinbaum&author=J+Swarthout&author=A+Lin&author=BF+Arnold&publication_year=2019&hl=en']",31242190,https://doi.org/10.1371/journal.pmed.1002841, Pickering 2019 {published data only}  ,included,CD012199-bbs2-0030,,31242190,31242190,31242190,69,https://storage.googleapis.com/plos-corpus-prod/10.1371/journal.pmed.1002841/1/pmed.1002841.pdf?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=wombat-sa%40plos-prod.iam.gserviceaccount.com%2F20210222%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20210222T182632Z&X-Goog-Expires=3600&X-Goog-SignedHeaders=host&X-Goog-Signature=57bb072294986b8d414db87ce0afa9f250fe311fa96bada1bd344fd6e5e2a526188bd14014e7d6bd46c2b255bce2e0cb993fd4c8c65f3ce87f48c8e0903fc7fdc16b0101920612df12fbd6d9279be35d2164f60fdaf41f582d2c19315d3e574da26fdc0e7a803a7c2e8af7cb5f182879256a700ea274d1d8836ca980bd4b2d6a2728a25ccca45a3ce9fffe54f0eecd59e4ef5ee1f159fad04bb4c68535e184edc294335a83475aa69d870b1625f0fd7f1242801793cf0694c18653b213383acaa4f5a4a377f3852d08044f0718c883efddfcfd716eea00f2dc95a34e4688253476249a3a6c5f038118fc3c388caa165a9aa9d7e96745ac709a31c6aba8bad246,,31242190
CD012199-bib-0044,"Reese H, Routray P, Torondel B, Sinharoy SS, Mishra S, Freeman MC, et al. ","Assessing longer-term effectiveness of a combined household-level piped water and sanitation intervention on child diarrhoea, acute respiratory infection, soil-transmitted helminth infection and nutritional status: a matched cohort study in rural Odisha, India", International Journal of Epidemiology ,2019,48,    ,['citation-journal']," Reese H, Routray P, Torondel B, Sinharoy SS, Mishra S, Freeman MC, et al. Assessing longer-term effectiveness of a combined household-level piped water and sanitation intervention on child diarrhoea, acute respiratory infection, soil-transmitted helminth infection and nutritional status: a matched cohort study in rural Odisha, India.  International Journal of Epidemiology 2019;48(6):1757-67. CENTRAL [DOI: 10.1093/ije/dyz157]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/31363748', 'https://scholar.google.com/scholar_lookup?title=Assessing+longer-term+effectiveness+of+a+combined+household-level+piped+water+and+sanitation+intervention+on+child+diarrhoea,+acute+respiratory+infection,+soil-transmitted+helminth+infection+and+nutritional+status:+a+matched+cohort+study+in+rural+Odisha,+India+&author=H+Reese&author=P+Routray&author=B+Torondel&author=SS+Sinharoy&author=S+Mishra&author=MC+Freeman&publication_year=2019&hl=en']",31363748,, Reese 2019 {published data only}  ,included,CD012199-bbs2-0031,,,31363748,,,,,31363748
CD012199-bib-0045,"Steinmann P, Yap P, Utzinger J, Du ZW, Jiang JY, Chen R, et al. ","Control of soil-transmitted helminthiasis in Yunnan province, People's Republic of China: experiences and lessons from a 5-year multi-intervention trial", Acta Tropica ,2014,141,    ,['citation-journal']," Steinmann P, Yap P, Utzinger J, Du ZW, Jiang JY, Chen R, et al. Control of soil-transmitted helminthiasis in Yunnan province, People's Republic of China: experiences and lessons from a 5-year multi-intervention trial.  Acta Tropica 2014;141(Pt B):271-80. CENTRAL [DOI: 10.1016/j.actatropica.2014.10.001]    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/25308524', ""https://scholar.google.com/scholar_lookup?title=Control+of+soil-transmitted+helminthiasis+in+Yunnan+province,+People's+Republic+of+China:+experiences+and+lessons+from+a+5-year+multi-intervention+trial+&author=P+Steinmann&author=P+Yap&author=J+Utzinger&author=ZW+Du&author=JY+Jiang&author=R+Chen&publication_year=2014&hl=en""]",25308524,, Steinmann 2014 {published data only}  ,included,CD012199-bbs2-0032,,,25308524,,,,,25308524
CD012199-bib-0046,Abdoli A. ,Neglected risk factors for HIV and toxoplasma gondii co-infection, Lancet HIV ,2017,4,    ,['citation-journal'], Abdoli A. Neglected risk factors for HIV and toxoplasma gondii co-infection.  Lancet HIV 2017;4(4):e152. CENTRAL [DOI: 10.1016/S2352-3018%2817%2930048-6]    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1016/S2352-3018(17)30048-6', 'https://www.ncbi.nlm.nih.gov/pubmed/28359447', 'https://scholar.google.com/scholar_lookup?title=Neglected+risk+factors+for+HIV+and+toxoplasma+gondii+co-infection&author=A+Abdoli&publication_year=2017&hl=en']",28359447,https://doi.org/10.1016/S2352-3018(17)30048-6, Abdoli 2017 {published data only}  ,excluded,CD012199-bbs2-0033, Wrong study design ,,,28359447,11,http://www.thelancet.com/article/S2352301817300486/pdf,,28359447
CD012199-bib-0047,"Abraham D, Kaliappan SP, Walson JL, Rao Ajjampur SS. ",Intervention strategies to reduce the burden of soil-transmitted helminths in India, Indian Journal of Medical Research ,2018,147,    ,['citation-journal']," Abraham D, Kaliappan SP, Walson JL, Rao Ajjampur SS. Intervention strategies to reduce the burden of soil-transmitted helminths in India.  Indian Journal of Medical Research 2018;147(6):533-44. CENTRAL [DOI: 10.4103/ijmr.IJMR_881_18]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.4103/ijmr.IJMR_881_18', 'https://www.ncbi.nlm.nih.gov/pubmed/30168484', 'https://scholar.google.com/scholar_lookup?title=Intervention+strategies+to+reduce+the+burden+of+soil-transmitted+helminths+in+India&author=D+Abraham&author=SP+Kaliappan&author=JL+Walson&author=SS+RaoAjjampur&publication_year=2018&hl=en']",30168484,https://doi.org/10.4103/ijmr.IJMR_881_18, Abraham 2018 {published data only}  ,excluded,CD012199-bbs2-0034, Wrong study design ,,,30168484,23,https://doi.org/10.4103/ijmr.ijmr_881_18,,30168484
CD012199-bib-0048,ACTRN12613000523707. ,The effectiveness and acceptability of the 'BALatrine': a culturally acceptable latrine intervention in resource limited environments,,,,   ,['citation-other'], ACTRN12613000523707. The effectiveness and acceptability of the 'BALatrine': a culturally acceptable latrine intervention in resource limited environments [Indonesian villagers' use of a new household latrine to reduce soil transmitted helminth infection and environmental contamination]. anzctr.org.au/Trial/Registration/TrialReview.aspx?ACTRN=12613000523707 (first received 6 May 2013). CENTRAL    ,[''],,, ACTRN12613000523707 {published data only}  ,excluded,CD012199-bbs2-0035, Protocol only ,,,,,,,
CD012199-bib-0049,ACTRN12617001048370. ,A randomized controlled trial to evaluate the impact of combining hygiene education with deworming,,,,   ,['citation-other'], ACTRN12617001048370. A randomized controlled trial to evaluate the impact of combining hygiene education with deworming [A randomized controlled trial to evaluate if combining school-based hygiene education with mass drug administration (MDA) of deworming medication decreases the reinfection rate of soil-transmitted helminths (STH) in school-age children]. anzctr.org.au/Trial/Registration/TrialReview.aspx?id=373102 (first received 8 June 2017). CENTRAL    ,[''],,, ACTRN12617001048370 (a) {published data only}  ,excluded,CD012199-bbs2-0036, Protocol only ,,,,,,,
CD012199-bib-0050,ACTRN12617001048370. ,A randomized controlled trial to evaluate the impact of combining hygiene education with deworming,,,,   ,['citation-other'], ACTRN12617001048370. A randomized controlled trial to evaluate the impact of combining hygiene education with deworming. who.int/trialsearch/trial2.aspx? Trialid=actrn12617001048370 (first received 8 June 2017). CENTRAL    ,[''],,, ACTRN12617001048370 (b) {published data only}  ,excluded,CD012199-bbs2-0037, Protocol only ,,,,,,,
CD012199-bib-0051,Addiss DG. ,Soil-transmitted helminthiasis: back to the original point, Lancet Infectious Diseases ,2015,15,    ,['citation-journal'], Addiss DG. Soil-transmitted helminthiasis: back to the original point.  Lancet Infectious Diseases 2015;15(8):871-2. CENTRAL [DOI: 10.1016/S1473-3099%2815%2970095-2]    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1016/S1473-3099(15)70095-2', 'https://www.ncbi.nlm.nih.gov/pubmed/25886797', 'https://scholar.google.com/scholar_lookup?title=Soil-transmitted+helminthiasis:+back+to+the+original+point&author=DG+Addiss&publication_year=2015&hl=en']",25886797,https://doi.org/10.1016/S1473-3099(15)70095-2, Addiss 2015 {published data only}  ,excluded,CD012199-bbs2-0038, Wrong study design ,,,25886797,5,http://www.thelancet.com/article/S1473309915700952/pdf,,25886797
CD012199-bib-0052,"Ai-Ya Z, An-Mei L, Guang-Chu L, Jian-Jun X, Liang-Xian S. ",Effect of comprehensive control in demonstration plots of parasitic diseases in Guizhou Province, Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi ,2011,23,    ,['citation-journal']," Ai-Ya Z, An-Mei L, Guang-Chu L, Jian-Jun X, Liang-Xian S. Effect of comprehensive control in demonstration plots of parasitic diseases in Guizhou Province.  Zhongguo Xue Xi Chong Bing Fang Zhi Za Zhi 2011;23(5):515-7. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/22263498', 'https://scholar.google.com/scholar_lookup?title=Effect+of+comprehensive+control+in+demonstration+plots+of+parasitic+diseases+in+Guizhou+Province+&author=Z+Ai-Ya&author=L+An-Mei&author=L+Guang-Chu&author=X+Jian-Jun&author=S+Liang-Xian&publication_year=2011&hl=en']",22263498,, Ai Ya 2011 {published data only}  ,excluded,CD012199-bbs2-0039, Wrong study design ,,,,,,,22263498
CD012199-bib-0053,"Akor JO, Obisike VU, Omudu EA, Imandeh GN. ","Prevalence and socio-environmental factors associated with polyparasitism, Benue State, Nigeria", Nigerian Journal of Parasitology ,2021,42(1),    ,['citation-journal']," Akor JO, Obisike VU, Omudu EA, Imandeh GN. Prevalence and socio-environmental factors associated with polyparasitism, Benue State, Nigeria.  Nigerian Journal of Parasitology 2021;42(1):181-5. CENTRAL    Link to article     Google Scholar     ","['', 'https://doi.org/10.4314/njpar.v42i1.24', 'https://scholar.google.com/scholar_lookup?title=Prevalence+and+socio-environmental+factors+associated+with+polyparasitism,+Benue+State,+Nigeria+&author=JO+Akor&author=VU+Obisike&author=EA+Omudu&author=GN+Imandeh&publication_year=2021&hl=en']",,https://doi.org/10.4314/njpar.v42i1.24, Akor 2021 {published data only}  ,excluded,CD012199-bbs2-0040, Wrong study design ,,,,1,,,
CD012199-bib-0054,"Albonico M, Shamlaye N, Shamlaye C, Savioli L. ",Control of intestinal parasitic infections in Seychelles: a comprehensive and sustainable approach, Bulletin of the World Health Organization ,1996,74,    ,['citation-journal']," Albonico M, Shamlaye N, Shamlaye C, Savioli L. Control of intestinal parasitic infections in Seychelles: a comprehensive and sustainable approach.  Bulletin of the World Health Organization 1996;74(6):577-86. CENTRAL    PubMed     Google Scholar     ","['', 'https://www.ncbi.nlm.nih.gov/pubmed/9060217', 'https://scholar.google.com/scholar_lookup?title=Control+of+intestinal+parasitic+infections+in+Seychelles:+a+comprehensive+and+sustainable+approach+&author=M+Albonico&author=N+Shamlaye&author=C+Shamlaye&author=L+Savioli&publication_year=1996&hl=en']",9060217,, Albonico 1996 {published data only}  ,excluded,CD012199-bbs2-0041, Wrong study design ,,,,,,,9060217
CD012199-bib-0055,"Alegria I, Ramos JM, Tisiano G, Yohannes T, Gosa A, Reyes F. ",Intestinal parasites among children with diarrhea younger than 5 years of age in rural Ethiopia, Journal of Pediatric Infectious Diseases ,2015,34 (2),    ,['citation-journal']," Alegria I, Ramos JM, Tisiano G, Yohannes T, Gosa A, Reyes F. Intestinal parasites among children with diarrhea younger than 5 years of age in rural Ethiopia.  Journal of Pediatric Infectious Diseases 2015;34 (2):226-7. CENTRAL [DOI: 10.1097/INF.0000000000000531]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Intestinal+parasites+among+children+with+diarrhea+younger+than+5+years+of+age+in+rural+Ethiopia+&author=I+Alegria&author=JM+Ramos&author=G+Tisiano&author=T+Yohannes&author=A+Gosa&author=F+Reyes&publication_year=2015&hl=en']",,, Alegria 2015 {published data only}  ,excluded,CD012199-bbs2-0042, Wrong study design ,,,,,,,
CD012199-bib-0056,"Alfano S, Piemonte M, Cringoli S, Gualdieri L, Della Pepa ME, Rinaldi L, et al. ",Persistence and transmission of intestinal parasites in immigrants in Southern Italy, Tropical Medicine and International Health ,2015,20,    ,['citation-journal']," Alfano S, Piemonte M, Cringoli S, Gualdieri L, Della Pepa ME, Rinaldi L, et al. Persistence and transmission of intestinal parasites in immigrants in Southern Italy.  Tropical Medicine and International Health 2015;20(Suppl 1):388. CENTRAL [DOI: 10.1111/tmi.12574]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Persistence+and+transmission+of+intestinal+parasites+in+immigrants+in+Southern+Italy&author=S+Alfano&author=M+Piemonte&author=S+Cringoli&author=L+Gualdieri&author=ME+DellaPepa&author=L+Rinaldi&publication_year=2015&hl=en']",,, Alfano 2015 {published data only}  ,excluded,CD012199-bbs2-0043, Wrong study design ,,,,,,,
CD012199-bib-0057,"Altinoz Aytar A, Ozturk EC, Gocmen S, Caliskan E, Ozaras F, Avcioglu F, et al. ",Investigation of intestinal parasites and level of hygiene knowledge of school students, Turkiye Parazitol Derg ,2015,39,    ,['citation-journal']," Altinoz Aytar A, Ozturk EC, Gocmen S, Caliskan E, Ozaras F, Avcioglu F, et al. Investigation of intestinal parasites and level of hygiene knowledge of school students.  Turkiye Parazitol Derg 2015;39(4):277-85. CENTRAL [DOI: 10.5152/tpd.2015.3717]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.5152/tpd.2015.3717', 'https://www.ncbi.nlm.nih.gov/pubmed/26809914', 'https://scholar.google.com/scholar_lookup?title=Investigation+of+intestinal+parasites+and+level+of+hygiene+knowledge+of+school+students&author=A+AltinozAytar&author=EC+Ozturk&author=S+Gocmen&author=E+Caliskan&author=F+Ozaras&author=F+Avcioglu&publication_year=2015&hl=en']",26809914,https://doi.org/10.5152/tpd.2015.3717, Altinoz Aytar 2015 {published data only}  ,excluded,CD012199-bbs2-0044, Wrong outcomes ,,,26809914,10,https://doi.org/10.5152/tpd.2015.3717,,26809914
CD012199-bib-0058,"Anantaphruti MT, Waikagul J, Maipanich W, Nuamtanong S, Watthanakulpanich D, Pubampen S, et al. ","School-based health education for the control of soil-transmitted helminthiases in Kanchanaburi province, Thailand", Annals of Tropical Medicine & Parasitology ,2008,102,    ,['citation-journal']," Anantaphruti MT, Waikagul J, Maipanich W, Nuamtanong S, Watthanakulpanich D, Pubampen S, et al. School-based health education for the control of soil-transmitted helminthiases in Kanchanaburi province, Thailand.  Annals of Tropical Medicine & Parasitology 2008;102(6):521-8. CENTRAL [DOI: 10.1179/136485908x311768]    Link to article     Google Scholar     ","['', 'https://doi.org/10.1179/136485908X311768', 'https://scholar.google.com/scholar_lookup?title=School-based+health+education+for+the+control+of+soil-transmitted+helminthiases+in+Kanchanaburi+province,+Thailand+&author=MT+Anantaphruti&author=J+Waikagul&author=W+Maipanich&author=S+Nuamtanong&author=D+Watthanakulpanich&author=S+Pubampen&publication_year=2008&hl=en']",,https://doi.org/10.1179/136485908X311768, Anantaphruti 2008 {published data only}  ,excluded,CD012199-bbs2-0045, Wrong study design ,,,18782491,20,,,18782491
CD012199-bib-0059,"Appleby LJ, Tadesse G, Wuletawu Y, Dejene NG, Grimes JET, French MD, et al. ",Integrated delivery of school health interventions through the school platform: investing for the future, PLOS Neglected Tropical Diseases ,2019,13,    ,['citation-journal']," Appleby LJ, Tadesse G, Wuletawu Y, Dejene NG, Grimes JET, French MD, et al. Integrated delivery of school health interventions through the school platform: investing for the future.  PLOS Neglected Tropical Diseases 2019;13(1):e0006449. CENTRAL [DOI: 10.1371/journal.pntd.0006449]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pntd.0006449', 'https://www.ncbi.nlm.nih.gov/pubmed/30703087', 'https://scholar.google.com/scholar_lookup?title=Integrated+delivery+of+school+health+interventions+through+the+school+platform:+investing+for+the+future+&author=LJ+Appleby&author=G+Tadesse&author=Y+Wuletawu&author=NG+Dejene&author=JET+Grimes&author=MD+French&publication_year=2019&hl=en']",30703087,https://doi.org/10.1371/journal.pntd.0006449, Appleby 2019 {published data only}  ,excluded,CD012199-bbs2-0046, Wrong study design ,,,30703087,21,https://doi.org/10.1371/journal.pntd.0006449,,30703087
CD012199-bib-0060,"Asaolu SO, Ofoezie IE. ",The role of health education and sanitation in the control of helminth infections, Acta Tropica ,2003,86,    ,['citation-journal']," Asaolu SO, Ofoezie IE. The role of health education and sanitation in the control of helminth infections.  Acta Tropica 2003;86(2-3):283-94. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1016/S0001-706X(03)00060-3', 'https://www.ncbi.nlm.nih.gov/pubmed/12745145', 'https://scholar.google.com/scholar_lookup?title=The+role+of+health+education+and+sanitation+in+the+control+of+helminth+infections&author=SO+Asaolu&author=IE+Ofoezie&publication_year=2003&hl=en']",12745145,https://doi.org/10.1016/S0001-706X(03)00060-3, Asaolu 2003 {published data only}  ,excluded,CD012199-bbs2-0047, Wrong study design ,,,12745145,274,,,12745145
CD012199-bib-0061,Basualdo J. ,Community participation in the control of intestinal parasitoses at a rural site in Argentina, Revista Panamericana De Salud Publica/Pan American Journal of Public Health ,2009,26,    ,['citation-journal'], Basualdo J. Community participation in the control of intestinal parasitoses at a rural site in Argentina.  Revista Panamericana De Salud Publica/Pan American Journal of Public Health 2009;26(6):471-7. CENTRAL    PubMed     Google Scholar     ,"['', 'https://www.ncbi.nlm.nih.gov/pubmed/20107700', 'https://scholar.google.com/scholar_lookup?title=Community+participation+in+the+control+of+intestinal+parasitoses+at+a+rural+site+in+Argentina+&author=J+Basualdo&publication_year=2009&hl=en']",20107700,, Basualdo 2009 {published data only}  ,excluded,CD012199-bbs2-0048, Wrong study design ,,,,,,,20107700
CD012199-bib-0062,"Pezzan BC, Minvielle MC, Ciarmela ML, Apezteguía MC, Basualdo JA. ",Community participation in the control of intestinal parasitoses at a rural site in Argentina, Revista Panamericana de Salud Pública ,2009,26,    ,['citation-journal']," Pezzan BC, Minvielle MC, Ciarmela ML, Apezteguía MC, Basualdo JA. Community participation in the control of intestinal parasitoses at a rural site in Argentina.  Revista Panamericana de Salud Pública 2009;26(6):471-7. CENTRAL    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1590/S1020-49892009001200001', 'https://www.ncbi.nlm.nih.gov/pubmed/20107700', 'https://scholar.google.com/scholar_lookup?title=Community+participation+in+the+control+of+intestinal+parasitoses+at+a+rural+site+in+Argentina+&author=BC+Pezzan&author=MC+Minvielle&author=ML+Ciarmela&author=MC+Apezteguía&author=JA+Basualdo&publication_year=2009&hl=en']",20107700,https://doi.org/10.1590/S1020-49892009001200001, Basualdo 2009 {published data only}  ,excluded,CD012199-bbs2-0048, Wrong study design ,,,,23,https://scielosp.org/article/ssm/content/raw/?resource_ssm_path=/media/assets/rpsp/v26n6/01.pdf,,20107700
CD012199-bib-0063,"Benjamin-Chung J, Amin N, Ercumen A, Arnold BF, Hubbard AE, Unicomb L, et al. ","A randomized controlled trial to measure spillover effects of a combined water, sanitation, and handwashing intervention in Rural Bangladesh", American Journal of Epidemiology ,2018,187,    ,['citation-journal']," Benjamin-Chung J, Amin N, Ercumen A, Arnold BF, Hubbard AE, Unicomb L, et al. A randomized controlled trial to measure spillover effects of a combined water, sanitation, and handwashing intervention in Rural Bangladesh.  American Journal of Epidemiology 2018;187(8):1733-44. CENTRAL [DOI: 10.1093/aje/kwy046]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/aje/kwy046', 'https://www.ncbi.nlm.nih.gov/pubmed/29596644', 'https://scholar.google.com/scholar_lookup?title=A+randomized+controlled+trial+to+measure+spillover+effects+of+a+combined+water,+sanitation,+and+handwashing+intervention+in+Rural+Bangladesh+&author=J+Benjamin-Chung&author=N+Amin&author=A+Ercumen&author=BF+Arnold&author=AE+Hubbard&author=L+Unicomb&publication_year=2018&hl=en']",29596644,https://doi.org/10.1093/aje/kwy046, Benjamin Chung 2018 {published data only}  ,excluded,CD012199-bbs2-0049, Wrong study design ,,,29596644,27,https://academic.oup.com/aje/article-pdf/187/8/1733/25369081/kwy046.pdf,,29596644
CD012199-bib-0064,"Bentwich Z, Team N. ",An innovative integrative approach for neglected tropical diseases (NTD) control in Ethiopia: sustained reduction in prevalence of schistosoma and soil-transmitted helminthiasis (STH) infections in rural and urban populations, American Journal of Tropical Medicine and Hygiene ,2019,101,    ,['citation-journal']," Bentwich Z, Team N. An innovative integrative approach for neglected tropical diseases (NTD) control in Ethiopia: sustained reduction in prevalence of schistosoma and soil-transmitted helminthiasis (STH) infections in rural and urban populations.  American Journal of Tropical Medicine and Hygiene 2019;101(5 Suppl):168-9. CENTRAL [DOI: 10.4269/ajtmh.abstract2019]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=An+innovative+integrative+approach+for+neglected+tropical+diseases+(NTD)+control+in+Ethiopia:+sustained+reduction+in+prevalence+of+schistosoma+and+soil-transmitted+helminthiasis+(STH)+infections+in+rural+and+urban+populations+&author=Z+Bentwich&publication_year=2019&hl=en']",,, Bentwich 2019a {published data only}  ,excluded,CD012199-bbs2-0050, Duplication with ongoing study ,,,,,,,
CD012199-bib-0065,"Bentwich Z, Rennert L. ",Health education and behavior change of children are essential for controlling NTDS: lessons from a successful pilot trial in Ethiopia, American Journal of Tropical Medicine and Hygiene ,2019,101,    ,['citation-journal']," Bentwich Z, Rennert L. Health education and behavior change of children are essential for controlling NTDS: lessons from a successful pilot trial in Ethiopia.  American Journal of Tropical Medicine and Hygiene 2019;101(5 Suppl):169. CENTRAL [DOI: 10.4269/ajtmh.abstract2019]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Health+education+and+behavior+change+of+children+are+essential+for+controlling+NTDS:+lessons+from+a+successful+pilot+trial+in+Ethiopia+&author=Z+Bentwich&author=L+Rennert&publication_year=2019&hl=en']",,, Bentwich 2019b {published data only}  ,excluded,CD012199-bbs2-0051, Wrong outcomes ,,,,,,,
CD012199-bib-0066,"Bieri FA, Li YS, Yuan LP, He YK, Gray DJ, Williams GM, et al. ",School-based health education targeting intestinal worms - further support for integrated control, PLOS Neglected Tropical Diseases ,2014,8,    ,['citation-journal']," Bieri FA, Li YS, Yuan LP, He YK, Gray DJ, Williams GM, et al. School-based health education targeting intestinal worms - further support for integrated control.  PLOS Neglected Tropical Diseases 2014;8(3):e2621. CENTRAL [DOI: 10.1371/journal.pntd.0002621]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1371/journal.pntd.0002621', 'https://www.ncbi.nlm.nih.gov/pubmed/24626109', 'https://scholar.google.com/scholar_lookup?title=School-based+health+education+targeting+intestinal+worms+-+further+support+for+integrated+control+&author=FA+Bieri&author=YS+Li&author=LP+Yuan&author=YK+He&author=DJ+Gray&author=GM+Williams&publication_year=2014&hl=en']",24626109,https://doi.org/10.1371/journal.pntd.0002621, Bieri 2014 {published data only}  ,excluded,CD012199-bbs2-0052, Wrong study design ,,,24626109,12,https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0002621&type=printable,,24626109
CD012199-bib-0067,"Bird C, Ame S, Albonico M, Bickle Q. ","Do shoes reduce hookworm infection in school-aged children on Pemba Island, Zanzibar? a pragmatic trial", Transactions of the Royal Society of Tropical Medicine and Hygiene ,2014,108,    ,['citation-journal']," Bird C, Ame S, Albonico M, Bickle Q. Do shoes reduce hookworm infection in school-aged children on Pemba Island, Zanzibar? a pragmatic trial.  Transactions of the Royal Society of Tropical Medicine and Hygiene 2014;108(5):297-304. CENTRAL [DOI: 10.1093/trstmh/tru037]    Link to article     PubMed     Google Scholar     ","['', 'https://doi.org/10.1093/trstmh/tru037', 'https://www.ncbi.nlm.nih.gov/pubmed/24603321', 'https://scholar.google.com/scholar_lookup?title=Do+shoes+reduce+hookworm+infection+in+school-aged+children+on+Pemba+Island,+Zanzibar?+a+pragmatic+trial+&author=C+Bird&author=S+Ame&author=M+Albonico&author=Q+Bickle&publication_year=2014&hl=en']",24603321,https://doi.org/10.1093/trstmh/tru037, Bird 2014 {published data only}  ,excluded,CD012199-bbs2-0053, Wrong intervention ,,,24603321,18,,,24603321
CD012199-bib-0068,"Brito M, Lemos M, Mirante C, Moura S. ",Preliminary results from an intervention study in children aged 2-16 years in controlling Schistosomiasis in a village from Bengo Province (Angola), Tropical Medicine and International Health ,2013,18,    ,['citation-journal']," Brito M, Lemos M, Mirante C, Moura S. Preliminary results from an intervention study in children aged 2-16 years in controlling Schistosomiasis in a village from Bengo Province (Angola).  Tropical Medicine and International Health 2013;18(Suppl 1):123. CENTRAL [DOI: 10.1111/tmi.12163]    Google Scholar     ","['', 'https://scholar.google.com/scholar_lookup?title=Preliminary+results+from+an+intervention+study+in+children+aged+2-16+years+in+controlling+Schistosomiasis+in+a+village+from+Bengo+Province+(Angola)+&author=M+Brito&author=M+Lemos&author=C+Mirante&author=S+Moura&publication_year=2013&hl=en']",,, Brito 2013 {published data only}  ,excluded,CD012199-bbs2-0054, Protocol only ,,,,,,,
CD012199-bib-0069,Brocklehurst C. ,Scaling up rural sanitation in India, PLOS Medicine ,2014,11,    ,['citation-journal'], Brocklehurst C. Scaling up rural sanitation in India.  PLOS Medicine 2014;11(8):e1001710. CENTRAL [DOI: 10.1371/journal.pmed.1001710]    Link to article     PubMed     Google Scholar     ,"['', 'https://doi.org/10.1371/journal.pmed.1001710', 'https://www.ncbi.nlm.nih.gov/pubmed/25157975', 'https://scholar.google.com/scholar_lookup?title=Scaling+up+rural+sanitation+in+India&author=C+Brocklehurst&publication_year=2014&hl=en']",25157975,https://doi.org/10.1371/journal.pmed.1001710, Brocklehurst 2014 {published data only}  ,excluded,CD012199-bbs2-0055, Wrong study design ,,,25157975,9,https://doi.org/10.1371/journal.pmed.1001710,,25157975
