Outcome or subgroup title,No. of studies,No. of participants,Statistical method,Effect size,comparison_name,comparison_id,effect_size,lower_ci,upper_ci,outcome_id,subgroup_id,outcome_name,subgroup_name
1.41 Hookworm prevalence amongst RCTs (school village subgroup) Show forest plot,10,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.75, 1.04]",WASH intervention versus control,1,0.88,0.75,1.04,1,41,,Hookworm prevalence amongst RCTs (school village subgroup) Show forest plot
1.41.1 School,4,,"Odds Ratio (IV, Random, 95% CI)","1.17 [0.74, 1.84]",WASH intervention versus control,1,1.17,0.74,1.84,1,41,,School
1.41.2 Village,6,,"Odds Ratio (IV, Random, 95% CI)","0.85 [0.71, 1.01]",WASH intervention versus control,1,0.85,0.71,1.01,1,41,,Village
1.42 Hookworm prevalence amongst RCTs (MDA subgroup) Show forest plot,10,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.75, 1.04]",WASH intervention versus control,1,0.88,0.75,1.04,1,42,,Hookworm prevalence amongst RCTs (MDA subgroup) Show forest plot
1.42.1 Underpinned with drug treatment,9,,"Odds Ratio (IV, Random, 95% CI)","0.89 [0.75, 1.05]",WASH intervention versus control,1,0.89,0.75,1.05,1,42,,Underpinned with drug treatment
1.42.2 No drug treatment,1,,"Odds Ratio (IV, Random, 95% CI)","0.37 [0.07, 1.95]",WASH intervention versus control,1,0.37,0.07,1.95,1,42,,No drug treatment
1.43 Hookworm prevalence amongst RCTs (rural urban subgroup) Show forest plot,10,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.75, 1.04]",WASH intervention versus control,1,0.88,0.75,1.04,1,43,,Hookworm prevalence amongst RCTs (rural urban subgroup) Show forest plot
1.43.1 Rural,7,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.74, 1.04]",WASH intervention versus control,1,0.88,0.74,1.04,1,43,,Rural
1.43.2 Urban,2,,"Odds Ratio (IV, Random, 95% CI)","1.10 [0.51, 2.37]",WASH intervention versus control,1,1.1,0.51,2.37,1,43,,Urban
1.43.3 Urban and rural,1,,"Odds Ratio (IV, Random, 95% CI)","0.48 [0.04, 5.41]",WASH intervention versus control,1,0.48,0.04,5.41,1,43,,Urban and rural
1.44 Hookworm prevalence amongst RCTs (world region subgroup) Show forest plot,10,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.75, 1.04]",WASH intervention versus control,1,0.88,0.75,1.04,1,44,,Hookworm prevalence amongst RCTs (world region subgroup) Show forest plot
1.44.1 Africa,6,,"Odds Ratio (IV, Random, 95% CI)","1.11 [0.80, 1.53]",WASH intervention versus control,1,1.11,0.8,1.53,1,44,,Africa
1.44.2 Asia,3,,"Odds Ratio (IV, Random, 95% CI)","0.80 [0.65, 0.98]",WASH intervention versus control,1,0.8,0.65,0.98,1,44,,Asia
1.44.3 South America,1,,"Odds Ratio (IV, Random, 95% CI)","1.13 [0.51, 2.50]",WASH intervention versus control,1,1.13,0.51,2.5,1,44,,South America
1.45 Hookworm prevalence ‐ narrow WASH categories amongst RCTs Show forest plot,10,,"Odds Ratio (IV, Random, 95% CI)","0.89 [0.75, 1.04]",WASH intervention versus control,1,0.89,0.75,1.04,1,45,,Hookworm prevalence ‐ narrow WASH categories amongst RCTs Show forest plot
1.45.1 Community water,2,,"Odds Ratio (IV, Random, 95% CI)","0.84 [0.46, 1.51]",WASH intervention versus control,1,0.84,0.46,1.51,1,45,,Community water
1.45.2 Community sanitation,4,,"Odds Ratio (IV, Random, 95% CI)","0.88 [0.69, 1.13]",WASH intervention versus control,1,0.88,0.69,1.13,1,45,,Community sanitation
1.45.3 Community hygiene,3,,"Odds Ratio (IV, Random, 95% CI)","0.98 [0.59, 1.64]",WASH intervention versus control,1,0.98,0.59,1.64,1,45,,Community hygiene
"1.45.4 Community water, sanitation, and hygiene",3,,"Odds Ratio (IV, Random, 95% CI)","0.70 [0.46, 1.08]",WASH intervention versus control,1,0.7,0.46,1.08,1,45,,"Community water, sanitation, and hygiene"
1.45.5 School hygiene,3,,"Odds Ratio (IV, Random, 95% CI)","1.02 [0.49, 2.12]",WASH intervention versus control,1,1.02,0.49,2.12,1,45,,School hygiene
"1.45.6 School water, sanitation, and hygiene",1,,"Odds Ratio (IV, Random, 95% CI)","1.27 [0.71, 2.27]",WASH intervention versus control,1,1.27,0.71,2.27,1,45,,"School water, sanitation, and hygiene"
